"listing_id","bedrooms","bathrooms","price","created_month","weekend","interest_level","interest_level_num"
7146798,2,2,4590,"06",TRUE,"low",1
7092134,0,1,2350,"06",FALSE,"medium",2
7156595,1,1,1650,"06",FALSE,"medium",2
7230524,2,1,3025,"06",FALSE,"medium",2
7096089,0,1,2550,"06",FALSE,"low",1
7204276,1,1,2900,"06",FALSE,"low",1
7187503,0,1,3695,"06",FALSE,"low",1
7157119,2,2,3345,"06",FALSE,"low",1
7205310,0,1,3460,"06",FALSE,"low",1
7116785,2,2,2575,"06",FALSE,"low",1
7220345,1,1,2995,"06",FALSE,"low",1
7213335,2,1,3200,"06",TRUE,"low",1
7226774,2,1.5,3855,"06",FALSE,"medium",2
7139673,1,1,3650,"06",TRUE,"low",1
7158994,4,2,5500,"06",FALSE,"high",3
7233238,2,2,9500,"06",FALSE,"low",1
7139917,0,1,1952,"06",TRUE,"medium",2
7141300,1,1,2300,"06",TRUE,"medium",2
7145411,2,2,6000,"06",TRUE,"low",1
7207430,1,1,1850,"06",FALSE,"low",1
7125901,1,1,2550,"06",FALSE,"low",1
7148635,1,1,2850,"06",TRUE,"low",1
7190493,0,1,3156,"06",FALSE,"low",1
7183609,1,1,2350,"06",FALSE,"medium",2
7105489,3,1,4400,"06",FALSE,"low",1
7199702,3,1,4000,"06",FALSE,"low",1
7232177,3,1,58020,"06",FALSE,"low",1
7699396,0,1,1975,"06",FALSE,"low",1
7187542,3,2,4000,"06",FALSE,"low",1
7203495,2,1,3550,"06",FALSE,"medium",2
7154804,1,1,3100,"06",FALSE,"high",3
7213096,1,1,2050,"06",TRUE,"low",1
7229112,3,2,7000,"06",FALSE,"low",1
7195985,1,1,2750,"06",FALSE,"medium",2
7128989,1,1,1950,"06",FALSE,"high",3
7201340,0,1,1900,"06",FALSE,"medium",2
7160416,0,1,2275,"06",FALSE,"low",1
7145487,1,1,3625,"06",TRUE,"low",1
7132045,1,1,2695,"06",FALSE,"medium",2
7127946,2,1,3295,"06",FALSE,"low",1
7164531,1,1,2795,"06",FALSE,"low",1
7221942,2,1,2900,"06",FALSE,"low",1
7192439,1,1,2275,"06",FALSE,"low",1
7140922,3,1,4995,"06",TRUE,"medium",2
7181426,1,1,2100,"06",FALSE,"low",1
7088015,2,2,9095,"06",FALSE,"low",1
7162106,2,1,3420,"06",FALSE,"low",1
7138311,2,1,3200,"06",TRUE,"low",1
7188806,2,1,2595,"06",FALSE,"medium",2
7164370,0,1,3350,"06",FALSE,"low",1
7162259,0,1,3000,"06",FALSE,"low",1
7131606,2,1,3250,"06",FALSE,"high",3
7204441,0,1,2095,"06",FALSE,"low",1
7189092,0,0,2380,"06",FALSE,"low",1
7119739,0,1,2200,"06",FALSE,"low",1
7099579,0,1,2650,"06",FALSE,"low",1
7164940,3,1,2950,"06",FALSE,"low",1
7091677,4,2,7995,"06",FALSE,"medium",2
7159173,1,1,2950,"06",FALSE,"low",1
7144584,1,1,3700,"06",TRUE,"low",1
7170465,3,1,5695,"06",FALSE,"low",1
7145105,1,1,2700,"06",TRUE,"low",1
7174989,2,2,4370,"06",FALSE,"low",1
7187660,2,2,5070,"06",FALSE,"low",1
7101204,1,1,2600,"06",FALSE,"medium",2
7174250,2,1,2500,"06",FALSE,"medium",2
7206561,0,1,2400,"06",FALSE,"low",1
7168239,1,1,4675,"06",FALSE,"low",1
7115466,2,1,2995,"06",FALSE,"medium",2
7150492,1,1,2550,"06",TRUE,"medium",2
7200687,2,1,2600,"06",FALSE,"medium",2
7118336,1,1,2695,"06",FALSE,"low",1
7113766,3,1,4300,"06",TRUE,"medium",2
7234398,1,1,2650,"06",FALSE,"low",1
7219996,4,2,4495,"06",FALSE,"low",1
7166766,1,1,2660,"06",FALSE,"low",1
7168961,1,1,1925,"06",FALSE,"low",1
7091303,3,1,3860,"06",FALSE,"low",1
7113377,2,1,3000,"06",TRUE,"high",3
7116917,1,1,2395,"06",FALSE,"high",3
7157778,0,1,2850,"06",FALSE,"medium",2
7143672,2,1,5250,"06",TRUE,"low",1
7185468,3,1,3700,"06",FALSE,"medium",2
7209367,0,1,2099,"06",FALSE,"medium",2
7131313,1,1,3025,"06",FALSE,"low",1
7090615,1,1,2975,"06",FALSE,"low",1
7119653,0,1,2500,"06",FALSE,"low",1
7214357,2,2,6295,"06",TRUE,"low",1
7190958,0,1,1675,"06",FALSE,"medium",2
7185090,2,2,5025,"06",FALSE,"low",1
7106402,2,1,4050,"06",TRUE,"low",1
7091710,3,2,4950,"06",FALSE,"low",1
7229732,4,3,9000,"06",FALSE,"low",1
7191894,0,1,1825,"06",FALSE,"medium",2
7110757,1,1,2850,"06",TRUE,"low",1
7099217,0,1,2195,"06",FALSE,"low",1
7225712,2,1,3700,"06",FALSE,"low",1
7168382,0,1,2650,"06",FALSE,"low",1
7233700,1,1,2700,"06",FALSE,"low",1
7194838,1,1,1800,"06",FALSE,"medium",2
7087718,2,1,3000,"05",FALSE,"high",3
7176108,0,1,1825,"06",FALSE,"low",1
7208072,2,1,3100,"06",FALSE,"low",1
7223233,2,1,2729,"06",FALSE,"medium",2
7142533,1,1,2000,"06",TRUE,"medium",2
7102561,2,1,2635,"06",FALSE,"low",1
7151758,2,1,2700,"06",TRUE,"low",1
7155462,1,1,2350,"06",FALSE,"low",1
7192662,2,1,3495,"06",FALSE,"low",1
7158810,3,2,4892,"06",FALSE,"medium",2
7170591,0,1,1850,"06",FALSE,"medium",2
7300648,2,1,1800,"06",FALSE,"high",3
7147363,0,1,1425,"06",TRUE,"low",1
7099751,1,1,2300,"06",FALSE,"medium",2
7210590,3,1,5450,"06",FALSE,"low",1
7153703,2,1,2100,"06",FALSE,"low",1
7204272,0,1,1870,"06",FALSE,"low",1
7121308,2,1,2875,"06",FALSE,"high",3
7168526,0,1,2300,"06",FALSE,"medium",2
7114682,4,2,3400,"06",FALSE,"medium",2
7223738,1,1,4025,"06",FALSE,"low",1
7134558,2,1,2500,"06",FALSE,"low",1
7226520,0,1,3345,"06",FALSE,"low",1
7112715,1,1,3900,"06",TRUE,"low",1
7087774,0,1,2100,"06",FALSE,"low",1
7161513,1,1,2795,"06",FALSE,"low",1
7179526,0,1,3605,"06",TRUE,"low",1
7224031,1,1,3200,"06",FALSE,"medium",2
7207741,0,1,2195,"06",FALSE,"low",1
7106492,0,1,2600,"06",TRUE,"low",1
7158913,0,1,2150,"06",FALSE,"medium",2
7173462,2,1,3300,"06",FALSE,"low",1
7200621,0,1,2400,"06",FALSE,"medium",2
7187028,2,1,2400,"06",FALSE,"medium",2
7125363,1,1,3395,"06",FALSE,"low",1
7130366,1,1,3895,"06",FALSE,"low",1
7139958,1,1,4195,"06",TRUE,"low",1
7208769,1,2,3545,"06",FALSE,"low",1
7103416,1,1,3595,"06",FALSE,"low",1
7090765,0,1,2550,"06",FALSE,"low",1
7117601,3,1,2700,"06",FALSE,"low",1
7137984,2,1,4850,"06",FALSE,"low",1
7100838,0,1,2100,"06",FALSE,"low",1
7144427,3,1,2600,"06",TRUE,"low",1
7135068,5,2,7995,"06",FALSE,"low",1
7202577,1,1,2900,"06",FALSE,"low",1
7156817,2,1,3450,"06",FALSE,"medium",2
7137239,2,1,2950,"06",FALSE,"medium",2
7206216,2,2,6000,"06",FALSE,"medium",2
7110900,1,1,2675,"06",TRUE,"medium",2
7214414,3,1,3795,"06",TRUE,"low",1
7130424,0,1,1850,"06",FALSE,"medium",2
7152362,2,1.5,4600,"06",TRUE,"low",1
7088531,2,1,3875,"06",FALSE,"low",1
7168341,2,1,4250,"06",FALSE,"low",1
7159381,2,2,4708,"06",FALSE,"medium",2
7164902,0,1,1800,"06",FALSE,"medium",2
7124373,3,1,4200,"06",FALSE,"low",1
7230906,2,1,3100,"06",FALSE,"low",1
7184708,3,1,3500,"06",FALSE,"medium",2
7193065,4,2,6295,"06",FALSE,"low",1
7166642,1,1,2155,"06",FALSE,"medium",2
7224785,2,1,3000,"06",FALSE,"high",3
7119275,2,1,2275,"06",FALSE,"low",1
7157285,2,1,4295,"06",FALSE,"low",1
7217806,1,1,2400,"06",TRUE,"low",1
7091219,2,1,3350,"06",FALSE,"medium",2
7135976,2,2,5795,"06",FALSE,"low",1
7201922,3,1,5195,"06",FALSE,"medium",2
7170059,1,1,3800,"06",FALSE,"low",1
7129328,1,1,2325,"06",FALSE,"low",1
7160501,2,1,4195,"06",FALSE,"low",1
7167754,1,1,3595,"06",FALSE,"low",1
7215169,1,1,3095,"06",TRUE,"low",1
7130741,1,1,5550,"06",FALSE,"low",1
7157915,1,1,1800,"06",FALSE,"high",3
7153893,1,1,2975,"06",FALSE,"low",1
7175290,3,1,5300,"06",FALSE,"low",1
7222894,1,1,3735,"06",FALSE,"low",1
7143730,2,1,4186,"06",TRUE,"low",1
7127900,1,1,3650,"06",FALSE,"low",1
7096090,2,2,6695,"06",FALSE,"medium",2
7143025,2,1,3400,"06",TRUE,"medium",2
7117553,2,1,4095,"06",FALSE,"low",1
7185559,1,1,2700,"06",FALSE,"low",1
7232795,0,1,2350,"06",FALSE,"medium",2
7095707,2,1,4195,"06",FALSE,"low",1
7198777,0,1,2378,"06",FALSE,"medium",2
7123382,0,1,2100,"06",FALSE,"low",1
7158186,2,1,3200,"06",FALSE,"low",1
7126821,2,1,1650,"06",FALSE,"high",3
7171981,2,1,3999,"06",FALSE,"low",1
7147974,2,1,2887,"06",TRUE,"medium",2
7090493,1,1,2575,"06",FALSE,"medium",2
7092218,0,1,1750,"06",FALSE,"high",3
7088124,2,2,4915,"06",FALSE,"low",1
7187536,3,1,2975,"06",FALSE,"low",1
7088568,2,1,4295,"06",FALSE,"low",1
7166833,2,2,5000,"06",FALSE,"low",1
7088798,2,1,3200,"06",FALSE,"medium",2
7204708,0,1,2525,"06",FALSE,"low",1
7103044,1,1,3350,"06",FALSE,"low",1
7194049,3,1,3995,"06",FALSE,"low",1
7169942,3,1,6500,"06",FALSE,"low",1
7170318,1,1,2300,"06",FALSE,"medium",2
7165386,2,1,2450,"06",FALSE,"low",1
7206346,1,1,2715,"06",FALSE,"low",1
7208337,2,2,2800,"06",FALSE,"low",1
7140820,3,1,4300,"06",TRUE,"low",1
7194486,2,1,2200,"06",FALSE,"low",1
7105614,2,1,3400,"06",FALSE,"low",1
7178265,3,1,4025,"06",FALSE,"low",1
7439407,0,1,3100,"06",FALSE,"low",1
7135550,1,1,3855,"06",FALSE,"low",1
7092435,1,1,4095,"06",FALSE,"medium",2
7189120,1,1,2150,"06",FALSE,"low",1
7127815,1,1,2650,"06",FALSE,"low",1
7099446,0,1,2550,"06",FALSE,"low",1
7123391,1,1,3400,"06",FALSE,"low",1
7227520,0,1,2595,"06",FALSE,"low",1
7141615,2,2,4600,"06",TRUE,"low",1
7185499,1,1,1700,"06",FALSE,"medium",2
7150727,0,1,2350,"06",TRUE,"low",1
7115250,0,1,2780,"06",FALSE,"low",1
7182954,2,1,2250,"06",FALSE,"medium",2
7212945,2,1,2350,"06",TRUE,"low",1
7214737,0,1,2150,"06",TRUE,"low",1
7162022,2,1,3000,"06",FALSE,"low",1
7184817,3,2,5903,"06",FALSE,"low",1
7126169,1,1,2750,"06",FALSE,"medium",2
7218092,1,1,2855,"06",TRUE,"low",1
7130017,0,1,1350,"06",FALSE,"high",3
7158870,2,1,3350,"06",FALSE,"low",1
7185260,1,1,3390,"06",FALSE,"low",1
7133320,1,1,3970,"06",FALSE,"low",1
7134086,2,2,7400,"06",FALSE,"low",1
7115154,1,1,5400,"06",FALSE,"low",1
7223279,3,2,5200,"06",FALSE,"medium",2
7135324,1,1,1990,"06",FALSE,"low",1
7140186,1,1.5,4995,"06",TRUE,"low",1
7208829,0,1,2625,"06",FALSE,"low",1
7195591,1,1,1700,"06",FALSE,"medium",2
7132576,1,1,2292,"06",FALSE,"low",1
7128756,0,1,2850,"06",FALSE,"low",1
7124104,1,1,2550,"06",FALSE,"medium",2
7096061,2,2,6380,"06",FALSE,"low",1
7152668,1,1,1600,"06",TRUE,"high",3
7146106,1,1,2595,"06",TRUE,"low",1
7162304,3,2,5800,"06",FALSE,"low",1
7138891,3,2,7600,"06",TRUE,"low",1
7145131,1,1,3950,"06",TRUE,"low",1
7109739,1,1,3395,"06",TRUE,"low",1
7121138,3,1.5,3300,"06",FALSE,"low",1
7119893,1,1,2475,"06",FALSE,"low",1
7180107,2,1,3300,"06",TRUE,"low",1
7197581,1,1,3835,"06",FALSE,"low",1
7146503,1,1,2500,"06",TRUE,"low",1
7165066,1,1,2195,"06",FALSE,"low",1
7126403,1,1,2525,"06",FALSE,"low",1
7152179,2,1.5,5600,"06",TRUE,"low",1
7113375,1,1,1900,"06",TRUE,"medium",2
7228553,2,1,3495,"06",FALSE,"low",1
7200224,3,2,3995,"06",FALSE,"high",3
7111118,2,1,3437,"06",TRUE,"low",1
7159977,3,1,3520,"06",FALSE,"low",1
7156707,0,1,2495,"06",FALSE,"low",1
7101317,1,1,3865,"06",FALSE,"low",1
7225762,1,1,2999,"06",FALSE,"low",1
7208269,3,1,3495,"06",FALSE,"medium",2
7093542,3,2,5290,"06",FALSE,"low",1
7165907,1,1,3200,"06",FALSE,"low",1
7170729,0,1,2800,"06",FALSE,"medium",2
7132997,3,1,2600,"06",FALSE,"low",1
7118099,1,1,3450,"06",FALSE,"low",1
7091365,4,2,5700,"06",FALSE,"low",1
7140656,3,1,4900,"06",TRUE,"low",1
7158052,1,1,1800,"06",FALSE,"low",1
7099910,4,1.5,5800,"06",FALSE,"low",1
7150580,3,1,2300,"06",TRUE,"medium",2
7098239,0,1,1900,"06",FALSE,"medium",2
7197078,0,1,3495,"06",FALSE,"low",1
7162719,3,2,4500,"06",FALSE,"medium",2
7211853,1,1,2700,"06",FALSE,"low",1
7097605,3,1,3800,"06",FALSE,"medium",2
7101194,1,1,2800,"06",FALSE,"low",1
7133240,0,1,1662,"06",FALSE,"low",1
7108891,0,1,2770,"06",TRUE,"low",1
7117383,2,2,4370,"06",FALSE,"low",1
7093570,2,1,2600,"06",FALSE,"high",3
7227943,2,1,3300,"06",FALSE,"low",1
7188441,0,1,3100,"06",FALSE,"low",1
7123083,1,1,1900,"06",FALSE,"medium",2
7200547,1,1,2300,"06",FALSE,"low",1
7112964,1,1,2395,"06",TRUE,"low",1
7196283,2,2,4310,"06",FALSE,"low",1
7122998,2,2,7750,"06",FALSE,"low",1
7143211,1,1,3500,"06",TRUE,"medium",2
7096958,2,1,2600,"06",FALSE,"low",1
7212066,1,1,3200,"06",FALSE,"low",1
7224977,1,1,3665,"06",FALSE,"low",1
7164077,3,1,5600,"06",FALSE,"medium",2
7189663,1,1,3050,"06",FALSE,"low",1
7191992,2,1,2865,"06",FALSE,"medium",2
7096628,0,1,3725,"06",FALSE,"low",1
7128513,3,1,3500,"06",FALSE,"high",3
7145258,2,1,4595,"06",TRUE,"low",1
7121447,3,1,4500,"06",FALSE,"medium",2
7175233,0,1,2200,"06",FALSE,"low",1
7214718,3,2,5995,"06",TRUE,"low",1
7097227,0,1,1500,"06",FALSE,"low",1
7129717,2,1,1875,"06",FALSE,"high",3
7213268,0,1,2395,"06",TRUE,"low",1
7215152,4,1,3450,"06",TRUE,"low",1
7116433,2,1.5,6045,"06",FALSE,"low",1
7134839,3,2,4676,"06",FALSE,"high",3
7132340,0,1,3850,"06",FALSE,"low",1
7178261,1,1,2750,"06",FALSE,"low",1
7110722,2,1,3600,"06",TRUE,"medium",2
7117144,1,1,4390,"06",FALSE,"low",1
7105336,3,1,2895,"06",FALSE,"low",1
7099855,0,1,2400,"06",FALSE,"medium",2
7230152,2,1,2350,"06",FALSE,"low",1
7231519,0,1,2595,"06",FALSE,"low",1
7145921,2,1,2000,"06",TRUE,"medium",2
7110847,2,1,3400,"06",TRUE,"low",1
7112314,3,3,18000,"06",TRUE,"low",1
7104891,2,1,3600,"06",FALSE,"low",1
7172700,0,1,2200,"06",FALSE,"low",1
7200298,2,1,3500,"06",FALSE,"low",1
7171498,2,1,2650,"06",FALSE,"high",3
7154611,1,1,2600,"06",FALSE,"medium",2
7527148,1,1,2750,"06",FALSE,"low",1
7157154,0,1,2195,"06",FALSE,"high",3
7137663,3,1.5,5550,"06",FALSE,"low",1
7195515,2,2,7800,"06",FALSE,"low",1
7217169,1,1,1995,"06",TRUE,"medium",2
7209350,3,1,4995,"06",FALSE,"high",3
7163306,2,1,2975,"06",FALSE,"medium",2
7197474,1,1,2750,"06",FALSE,"low",1
7231004,1,1,4181,"06",FALSE,"low",1
7159380,0,1,3700,"06",FALSE,"low",1
7123572,1,1,4295,"06",FALSE,"low",1
7191368,0,1,2300,"06",FALSE,"medium",2
7152555,1,1,4195,"06",TRUE,"low",1
7216308,1,1,2800,"06",TRUE,"medium",2
7089607,3,2,5600,"06",FALSE,"low",1
7146576,2,1,3000,"06",TRUE,"low",1
7226283,2,1,3290,"06",FALSE,"low",1
7154617,2,1,3495,"06",FALSE,"low",1
7155290,1,1,4380,"06",FALSE,"low",1
7088441,1,1.5,4000,"06",FALSE,"low",1
7193312,1,1,2750,"06",FALSE,"low",1
7221535,1,1,3150,"06",FALSE,"low",1
7142402,2,2,7700,"06",TRUE,"low",1
7135382,3,1,2995,"06",FALSE,"medium",2
7152982,1,1,5295,"06",TRUE,"medium",2
7158841,2,1,2495,"06",FALSE,"high",3
7106533,3,1,4995,"06",TRUE,"low",1
7112395,2,1,3190,"06",TRUE,"low",1
7154174,0,1,2600,"06",FALSE,"low",1
7091023,1,1,2800,"06",FALSE,"low",1
7135662,1,1,4604,"06",FALSE,"low",1
7116134,0,1,2665,"06",FALSE,"low",1
7234345,1,1,4465,"06",FALSE,"low",1
7193206,1,1,3100,"06",FALSE,"medium",2
7216912,3,1,5295,"06",TRUE,"low",1
7095936,1,1,3360,"06",FALSE,"low",1
7093169,2,1,3025,"06",FALSE,"low",1
7144609,1,1,1795,"06",TRUE,"medium",2
7167712,0,1,1825,"06",FALSE,"medium",2
7231483,1,1,3695,"06",FALSE,"low",1
7206594,0,1,1900,"06",FALSE,"low",1
7202822,1,1,1525,"06",FALSE,"low",1
7225587,2,1,2080,"06",FALSE,"medium",2
7123487,0,1,2900,"06",FALSE,"low",1
7211664,1,1,2675,"06",FALSE,"low",1
7222295,1,1,2500,"06",FALSE,"medium",2
7158858,4,2,7850,"06",FALSE,"medium",2
7167084,1,1,3700,"06",FALSE,"low",1
7147023,2,2,8480,"06",TRUE,"low",1
7151465,1,1,1900,"06",TRUE,"low",1
7222897,1,1,3500,"06",FALSE,"low",1
7141466,1,1,2759,"06",TRUE,"medium",2
7151245,0,1,1625,"06",TRUE,"medium",2
7092884,0,1,1850,"06",FALSE,"low",1
7180533,2,2,7150,"06",TRUE,"low",1
7098208,0,1,2290,"06",FALSE,"low",1
7205075,0,1,2700,"06",FALSE,"low",1
7219170,1,1,3350,"06",TRUE,"low",1
7114428,0,1,2450,"06",FALSE,"low",1
7167998,3,1,6500,"06",FALSE,"medium",2
7201569,2,1,3350,"06",FALSE,"medium",2
7195872,2,1,3900,"06",FALSE,"low",1
7116018,1,1,3400,"06",FALSE,"low",1
7134452,1,1,2050,"06",FALSE,"medium",2
7126258,1,1,2400,"06",FALSE,"low",1
7159955,1,1.5,4700,"06",FALSE,"low",1
7202040,2,1,2800,"06",FALSE,"medium",2
7138245,3,3,7195,"06",TRUE,"low",1
