"listing_id","bedrooms","numPh","numFeat","distance_city","bathrooms","price","created_month","created_hour","weekend","interest_level","interest_level_num"
6812234,1,5,4,0.079040929,1,3495,4,1,TRUE,"low",1
6812256,1,1,5,0.053670614,1,2995,4,1,TRUE,"low",1
6812258,1,4,3,0.070997526,1,3807,4,1,TRUE,"low",1
6812275,2,3,1,0.054798078,1,2050,4,1,TRUE,"low",1
6812282,3,7,3,0.029085472,3,13995,4,1,TRUE,"low",1
6812286,2,5,1,0.064237461,1,2800,4,1,TRUE,"low",1
6812289,1,5,4,0.025357756,1,3500,4,1,TRUE,"low",1
6812301,0,0,1,0.135278222,1,1430,4,1,TRUE,"low",1
6812319,1,11,4,0.059103787,1,3500,4,1,TRUE,"low",1
6812334,0,0,2,0.135278222,1,1605,4,1,TRUE,"low",1
6812362,0,1,4,0.053159421,1,2175,4,1,TRUE,"low",1
6812371,1,4,0,0.097796668,1,1850,4,1,TRUE,"low",1
6812372,2,8,4,0.05595314,2,4300,4,1,TRUE,"low",1
6812374,1,0,4,0.073857513,1,3605,4,1,TRUE,"low",1
6812395,1,0,3,0.047163949,1,2650,4,1,TRUE,"low",1
6812437,1,5,3,0.04948944,1,2595,4,1,TRUE,"low",1
6812444,0,2,2,0.070332942,1,2075,4,1,TRUE,"low",1
6812452,1,2,4,0.067197374,1,3650,4,1,TRUE,"low",1
6812475,1,6,6,0.049096017,1,3346,4,1,TRUE,"low",1
6812491,0,3,1,0.088947287,1,1850,4,1,TRUE,"low",1
6812493,4,14,5,0.063503577,5,21500,4,1,TRUE,"low",1
6812513,0,1,4,0.053159421,1,2175,4,1,TRUE,"low",1
6812516,0,0,2,0.017962698,1,2250,4,1,TRUE,"low",1
6812518,2,8,3,0.082694103,2,6100,4,1,TRUE,"low",1
6812520,2,8,3,0.022758151,1,2550,4,1,TRUE,"medium",2
6812524,0,4,3,0.030645244,1,2300,4,1,TRUE,"low",1
6812533,1,2,3,0.017227424,1,3650,4,1,TRUE,"low",1
6812535,0,0,3,0.030650616,1,2995,4,1,TRUE,"low",1
6812539,1,14,2,0.055968673,1,2500,4,1,TRUE,"low",1
6812546,2,13,4,0.089145217,1,4360,4,1,TRUE,"medium",2
6812548,1,8,3,0.039951165,1,2995,4,1,TRUE,"low",1
6812557,3,6,3,0.080044361,2,6995,4,1,TRUE,"low",1
6812558,1,5,1,0.177016241,1,1850,4,1,TRUE,"low",1
6812585,2,4,4,0.089578625,2,5495,4,1,TRUE,"low",1
6812630,2,11,3,0.07860429,1,1950,4,1,TRUE,"low",1
6812631,0,1,1,0.083152516,1,2390,4,1,TRUE,"low",1
6812635,1,4,3,0.039951165,1,2995,4,1,TRUE,"low",1
6812648,0,0,4,0.021798768,1,3195,4,1,TRUE,"low",1
6812649,2,0,2,0.029878983,1,4500,4,1,TRUE,"low",1
6812659,1,0,7,0.035373495,1,3926,4,1,TRUE,"low",1
6812667,0,0,9,0.04432841,1,2620,4,1,TRUE,"low",1
6812680,2,0,1,0.019884155,1,4000,4,1,TRUE,"low",1
6812685,0,0,1,0.078912865,1,2995,4,1,TRUE,"low",1
6812711,1,5,9,0.011577656,1,3595,4,1,TRUE,"low",1
6812715,3,6,11,0.082416115,2,9500,4,1,TRUE,"low",1
6812729,1,0,2,0.085941133,1,2599,4,1,TRUE,"low",1
6812734,1,5,8,0.03900124,1,3495,4,1,TRUE,"low",1
6812744,2,5,4,0.114603638,1,2495,4,1,TRUE,"medium",2
6812759,0,0,3,0.032826426,1,2725,4,1,TRUE,"low",1
6812767,0,0,8,0.004716905,1,3166,4,1,TRUE,"low",1
6812781,2,0,5,0.026042303,2,6300,4,1,TRUE,"low",1
6812786,1,0,5,0.087963942,1,3800,4,1,TRUE,"low",1
6812788,1,0,8,0.040687508,1,4095,4,1,TRUE,"low",1
6812792,0,0,7,0.003888281,1,3115,4,1,TRUE,"low",1
6812815,2,5,10,0.045358338,1,3199,4,2,TRUE,"low",1
6812820,2,5,10,0.045358338,1,3199,4,2,TRUE,"low",1
6812824,1,5,12,0.044727014,1,3100,4,2,TRUE,"medium",2
6812829,0,3,10,0.045766616,1,2150,4,2,TRUE,"medium",2
6812831,2,5,9,0.039992819,1,2999,4,2,TRUE,"high",3
6812836,2,5,10,0.045358338,1,3199,4,2,TRUE,"medium",2
6812847,0,5,9,0.045443133,1,2200,4,2,TRUE,"high",3
6812849,2,5,9,0.039992819,1,2999,4,2,TRUE,"low",1
6812855,0,5,9,0.045443133,1,2200,4,2,TRUE,"high",3
6812859,0,5,9,0.045443133,1,2200,4,2,TRUE,"high",3
6812870,0,2,10,0.046400549,1,2150,4,2,TRUE,"low",1
6812909,2,10,4,0.069984933,1,1895,4,2,TRUE,"high",3
6812933,1,2,3,0.086472316,1,2965,4,2,TRUE,"low",1
6812934,1,30,4,0.019348594,1,2295,4,2,TRUE,"low",1
6812960,0,1,5,0.02604349,1,2875,4,2,TRUE,"low",1
6812976,3,19,1,0.074602686,1,2850,4,2,TRUE,"low",1
6812989,2,10,4,0.055449833,2,5058,4,2,TRUE,"low",1
6812993,1,1,2,0.09586102,1,1750,4,2,TRUE,"medium",2
6813007,2,10,4,0.057793223,2,3000,4,2,TRUE,"medium",2
6813012,0,4,9,0.007858165,1,2900,4,2,TRUE,"low",1
6813014,0,1,4,0.090807646,1,2600,4,2,TRUE,"low",1
6813021,2,4,5,0.046203601,2,5500,4,2,TRUE,"low",1
6813023,2,8,6,0.028302128,2,4975,4,2,TRUE,"low",1
6813034,2,12,5,0.058298342,2,6500,4,2,TRUE,"low",1
6813042,3,4,3,0.064220999,1,3400,4,2,TRUE,"low",1
6813043,2,4,6,0.092537823,2,5200,4,2,TRUE,"low",1
6813072,1,2,4,0.055777066,1,2695,4,2,TRUE,"low",1
6813074,1,9,1,0.056330178,1,1799,4,2,TRUE,"high",3
6813079,1,5,3,0.06004224,1,2958,4,2,TRUE,"low",1
6813097,0,3,5,0.023429403,1,4295,4,2,TRUE,"low",1
6813102,0,4,3,0.084264118,1,1825,4,2,TRUE,"low",1
6813115,0,5,1,0.020452134,1,1950,4,2,TRUE,"medium",2
6813116,1,8,2,0.078862869,1,3250,4,2,TRUE,"low",1
6813123,3,6,12,0.075856456,3,7000,4,2,TRUE,"medium",2
6813124,2,6,4,0.031473827,1,3000,4,2,TRUE,"low",1
6813125,0,4,6,0.016801819,1,3100,4,2,TRUE,"low",1
6813137,4,8,10,0.044307818,2,6000,4,2,TRUE,"medium",2
6813143,2,3,3,0.026352921,2,14500,4,2,TRUE,"low",1
6813159,1,8,4,0.019734721,2,8400,4,2,TRUE,"low",1
6813160,0,11,7,0.031620709,1,3595,4,2,TRUE,"low",1
6813164,1,6,3,0.060542665,1,3000,4,2,TRUE,"low",1
6813169,1,10,10,0.07703538,1,3000,4,2,TRUE,"medium",2
6813174,1,5,5,0.056021803,1,3095,4,2,TRUE,"low",1
6813180,0,4,3,0.059511106,1,2150,4,2,TRUE,"low",1
6813199,0,5,5,0.068029512,1,2280,4,2,TRUE,"medium",2
6813200,2,1,5,0.065837027,2,7100,4,2,TRUE,"low",1
6813205,2,5,4,0.027279848,1,3300,4,2,TRUE,"low",1
6813207,3,7,3,0.151770775,2,1700,4,2,TRUE,"high",3
6813240,0,6,2,0.089198045,1.5,1995,4,2,TRUE,"low",1
6813253,0,4,10,0.05175983,1,2300,4,2,TRUE,"medium",2
6813255,3,5,1,0.100871865,1,1800,4,2,TRUE,"high",3
6813268,2,5,7,0.117345955,1,2395,4,2,TRUE,"medium",2
6813275,1,1,4,0.026963283,1,4400,4,2,TRUE,"low",1
6813286,2,4,1,0.065888229,2,2895,4,2,TRUE,"low",1
6813298,0,1,4,0.050885858,1,2100,4,2,TRUE,"medium",2
6813319,4,13,10,0.003903344,5,85000,4,2,TRUE,"low",1
6813323,1,6,8,0.011661211,1,3425,4,2,TRUE,"low",1
6813344,3,3,5,0.086268714,2,5995,4,2,TRUE,"low",1
6813364,1,3,5,0.031139512,1,4554,4,2,TRUE,"low",1
6813365,1,6,3,0.036901797,1,2650,4,2,TRUE,"medium",2
6813367,1,5,7,0.059608576,1,3700,4,2,TRUE,"medium",2
6813376,1,0,4,0.011478908,1,9095,4,2,TRUE,"low",1
6813384,1,3,12,0.0808118,1,3800,4,2,TRUE,"low",1
6813385,2,7,10,0.068601414,2,7500,4,2,TRUE,"low",1
6813388,1,4,1,0.123902016,1,1745,4,2,TRUE,"medium",2
6813392,2,6,0,0.026343846,1,3600,4,2,TRUE,"high",3
6813399,1,11,10,0.053418844,1,3830,4,2,TRUE,"low",1
6813402,3,6,1,0.042767134,1,4600,4,2,TRUE,"low",1
6813407,1,6,5,0.023739919,1,4150,4,2,TRUE,"low",1
6813410,2,6,3,0.026343846,1,3600,4,2,TRUE,"high",3
6813420,1,4,1,0.071173076,1,2695,4,2,TRUE,"low",1
6813427,4,8,10,0.054270794,2,7695,4,2,TRUE,"low",1
6813437,1,3,7,0.015607984,1,3795,4,2,TRUE,"low",1
6813451,3,4,8,0.064220999,1,3400,4,2,TRUE,"medium",2
6813471,0,6,9,0.019425697,1,4800,4,2,TRUE,"low",1
6813474,1,7,10,0.05323867,1,3382,4,2,TRUE,"low",1
6813483,1,3,4,0.027991349,1,2700,4,2,TRUE,"low",1
6813484,1,3,4,0.026916544,1,4500,4,2,TRUE,"low",1
6813489,2,5,4,0.037187477,1,2960,4,2,TRUE,"low",1
6813491,1,7,4,0.074437579,1,2900,4,2,TRUE,"high",3
6813497,1,5,1,0.065888229,1,2350,4,2,TRUE,"low",1
6813511,0,8,7,0.004086144,1,2488,4,2,TRUE,"low",1
6813513,1,8,11,0.034508948,1,4425,4,2,TRUE,"low",1
6813514,2,7,4,0.045083518,1,3202,4,2,TRUE,"medium",2
6813541,1,6,5,0.082686948,1,2379,4,2,TRUE,"medium",2
6813542,1,3,4,0.027991349,1,2650,4,2,TRUE,"low",1
6813543,1,4,10,0.089331388,1,2750,4,2,TRUE,"medium",2
6813560,2,6,10,0.077445751,1,3450,4,2,TRUE,"low",1
6813566,0,3,1,0.08130547,1,1750,4,2,TRUE,"low",1
6813568,1,7,8,0.055159806,1,3508,4,2,TRUE,"low",1
6813601,1,10,3,0.026420491,1,2800,4,2,TRUE,"medium",2
6813602,2,3,2,0.086764591,1,2700,4,2,TRUE,"medium",2
6813607,4,7,7,0.033423886,1,6000,4,2,TRUE,"low",1
6813608,3,7,11,0.091855722,2,3750,4,2,TRUE,"low",1
6813610,1,7,2,0.088947287,1,2850,4,2,TRUE,"low",1
6813630,0,4,2,0.0770093,1,1925,4,2,TRUE,"low",1
6813635,2,6,3,0.027279848,1,3300,4,2,TRUE,"low",1
6813637,1,4,0,0.082267675,1,1900,4,2,TRUE,"high",3
6813638,0,5,7,0.074603495,1,1895,4,2,TRUE,"high",3
6813644,2,4,2,0.136387235,1,2100,4,2,TRUE,"low",1
6813645,1,4,5,0.065429855,1,2495,4,2,TRUE,"medium",2
6813653,0,4,11,0.076380814,1,2050,4,2,TRUE,"medium",2
6813664,2,6,6,0.060474755,1,3700,4,2,TRUE,"low",1
6813666,0,4,5,0.074175863,1,2260,4,2,TRUE,"medium",2
6813673,1,7,3,0.017318984,1,2900,4,2,TRUE,"low",1
6813678,2,7,5,0.073615901,1,2450,4,2,TRUE,"high",3
6813682,2,5,11,0.031620709,1,4000,4,2,TRUE,"high",3
6813689,0,4,9,0.089064374,1,2495,4,2,TRUE,"low",1
6813690,2,7,6,0.13026007,1,2200,4,2,TRUE,"low",1
6813717,1,6,3,0.07678706,1,2800,4,2,TRUE,"low",1
6813721,3,7,8,0.131299219,2,3495,4,2,TRUE,"low",1
6813728,0,5,7,0.021798768,1,3195,4,2,TRUE,"low",1
6813731,1,4,4,0.032042215,1,3500,4,2,TRUE,"low",1
6813748,2,7,2,0.026343846,1,3600,4,2,TRUE,"low",1
6813757,1,8,6,0.035161665,1,4095,4,2,TRUE,"low",1
6813762,3,8,2,0.025321054,1,4600,4,2,TRUE,"low",1
6813767,1,7,1,0.056830469,1,2500,4,2,TRUE,"low",1
6813772,0,10,1,0.037894184,1,45,4,2,TRUE,"low",1
6813776,1,8,9,0.076380814,1,2000,4,2,TRUE,"low",1
6813780,4,7,13,0.047094337,2,7000,4,2,TRUE,"medium",2
6813785,1,7,12,0.008810043,0,2954,4,2,TRUE,"low",1
6813789,2,4,9,0.044307818,1,3200,4,2,TRUE,"low",1
6813799,0,7,4,0.021798768,1,3125,4,2,TRUE,"low",1
6813808,0,3,6,0.117345955,1,1650,4,2,TRUE,"high",3
6813812,1,10,10,0.062510465,1,2995,4,2,TRUE,"medium",2
6813813,1,4,4,0.066492856,1,2850,4,2,TRUE,"low",1
6813816,0,3,0,0.081307969,1,2500,4,2,TRUE,"low",1
6813824,1,3,4,0.094594159,1,2395,4,2,TRUE,"medium",2
6813827,1,5,5,0.053190196,1,3100,4,2,TRUE,"low",1
6813834,1,5,17,0.072920582,0,2995,4,2,TRUE,"low",1
6813835,1,4,7,0.090807646,1,2963,4,2,TRUE,"medium",2
6813836,0,6,4,0.021798768,1,3195,4,2,TRUE,"low",1
6813847,1,4,6,0.017815444,1,2600,4,2,TRUE,"medium",2
6813849,1,6,11,0.003983914,1,2695,4,2,TRUE,"high",3
6813860,2,7,12,0.048003622,1,2995,4,2,TRUE,"low",1
6813868,1,7,6,0.025899937,1,3095,4,2,TRUE,"low",1
6813870,1,5,1,0.081063832,1,2295,4,2,TRUE,"low",1
6813872,0,4,2,0.072826157,1,2075,4,2,TRUE,"low",1
6813880,2,4,6,0.022122765,1,3895,4,2,TRUE,"high",3
6813884,2,5,5,0.025645487,1,3300,4,2,TRUE,"low",1
6813901,2,4,3,0.136387235,1,2100,4,2,TRUE,"low",1
6813903,2,8,9,0.086346283,1,4108,4,2,TRUE,"medium",2
6813905,0,7,4,0.021798768,1,3195,4,2,TRUE,"medium",2
6813933,1,3,1,0.075606869,1,2250,4,2,TRUE,"low",1
6813936,2,5,5,0.037618234,1,2890,4,2,TRUE,"low",1
6813943,1,12,2,0.027287442,1,3795,4,2,TRUE,"low",1
6813946,0,3,8,0.04955194,1,1995,4,2,TRUE,"low",1
6813951,2,2,10,0.090125694,1,3000,4,2,TRUE,"low",1
6813959,2,4,10,0.008030215,2,6295,4,2,TRUE,"low",1
6813960,1,10,12,0.059590517,1,3100,4,2,TRUE,"low",1
6813977,0,3,3,0.081079424,1,1750,4,2,TRUE,"medium",2
6813996,0,3,6,0.081959895,1,2100,4,2,TRUE,"medium",2
6814011,2,15,4,0.051647879,2,4777,4,2,TRUE,"low",1
6814014,1,3,5,0.085941133,1,2599,4,2,TRUE,"low",1
6814016,0,5,1,0.021950487,1,2495,4,2,TRUE,"low",1
6814042,1,4,2,0.025504231,1,2300,4,2,TRUE,"medium",2
6814043,1,15,4,0.051647879,1,3399,4,2,TRUE,"low",1
6814059,1,7,8,0.05615111,1,3600,4,2,TRUE,"low",1
6814061,1,5,4,0.075856456,1,3895,4,2,TRUE,"low",1
6814074,2,9,9,0.005645357,2,5675,4,2,TRUE,"low",1
6814088,1,8,3,0.021798768,1,4150,4,2,TRUE,"low",1
6814096,1,2,6,0.091434079,1,2995,4,2,TRUE,"medium",2
6814110,0,10,14,0.036245354,1,2500,4,2,TRUE,"medium",2
6814136,1,8,6,0.021798768,1,4150,4,2,TRUE,"low",1
6814154,2,4,1,0.031190315,1,3000,4,2,TRUE,"medium",2
6814162,2,9,5,0.038661804,1,3199,4,2,TRUE,"low",1
6814185,3,5,4,0.007472667,2,4300,4,2,TRUE,"medium",2
6814194,1,8,8,0.078376479,1,2500,4,2,TRUE,"high",3
6814198,2,4,12,0.045083518,1,3295,4,2,TRUE,"low",1
6814200,1,3,2,0.085877704,1,2500,4,2,TRUE,"low",1
6814205,1,8,6,0.091434079,1,3190,4,2,TRUE,"medium",2
6814219,2,4,2,0.053421957,1,3495,4,2,TRUE,"low",1
6814221,1,0,1,0.05392388,1,2600,4,2,TRUE,"low",1
6814223,3,10,13,0.008196546,1,3996,4,2,TRUE,"high",3
6814227,2,6,0,0.104236898,1,3000,4,2,TRUE,"low",1
6814229,1,12,3,0.035276982,1,2695,4,2,TRUE,"low",1
6814234,2,13,1,0.060412853,1,2950,4,2,TRUE,"low",1
6814237,1,5,7,0.11626878,1,2050,4,2,TRUE,"medium",2
6814245,2,7,2,0.058285136,1,2399,4,2,TRUE,"low",1
6814249,1,8,1,0.075875798,0,2150,4,2,TRUE,"low",1
6814265,1,4,2,0.054223319,1,2695,4,2,TRUE,"low",1
6814268,1,3,0,0.052807469,1,2125,4,2,TRUE,"low",1
6814279,2,9,2,0.02834304,1,4250,4,2,TRUE,"low",1
6814285,2,5,12,0.026984492,2,3629,4,2,TRUE,"low",1
6814306,0,4,4,0.045083518,1,2295,4,2,TRUE,"low",1
6814330,0,9,7,0.026859314,1,3625,4,2,TRUE,"low",1
6814331,1,4,0,0.015466663,1,3495,4,2,TRUE,"low",1
6814332,4,9,2,0.029284368,2,5800,4,2,TRUE,"low",1
6814337,1,5,3,0.090651293,1,2400,4,2,TRUE,"low",1
6814362,0,10,4,0.021798768,1,3095,4,2,TRUE,"low",1
6814363,1,6,1,0.030548221,1,2895,4,2,TRUE,"low",1
6814395,1,7,3,0.036223305,1,2750,4,2,TRUE,"low",1
6814397,3,0,0,0.106080868,2,3495,4,2,TRUE,"low",1
6814401,0,6,5,0.090173159,1,2100,4,2,TRUE,"medium",2
6814422,0,6,2,0.078807416,1,1800,4,2,TRUE,"low",1
6814424,0,4,1,0.084808564,1,1700,4,2,TRUE,"high",3
6814431,0,3,1,0.06370248,1,2100,4,2,TRUE,"low",1
6814432,1,3,1,0.080721429,1,2150,4,2,TRUE,"low",1
6814442,3,5,4,0.04421176,2,5400,4,2,TRUE,"medium",2
6814463,1,5,5,0.017641431,1,3592,4,3,TRUE,"low",1
6814470,3,4,8,0.029047025,2,12995,4,3,TRUE,"low",1
6814484,0,4,1,0.017962698,1,2295,4,3,TRUE,"medium",2
6814491,1,5,3,0.07041205,1,3290,4,3,TRUE,"low",1
6814495,0,6,4,0.021798768,1,3195,4,3,TRUE,"low",1
6814518,2,6,0,0.037452079,1,2600,4,3,TRUE,"medium",2
6814522,0,6,9,0.047537348,1,2450,4,3,TRUE,"low",1
6814530,0,7,5,0.021843356,1,2725,4,3,TRUE,"medium",2
6814533,2,5,9,0.03900124,1,3500,4,3,TRUE,"low",1
6814540,1,9,1,0.080033643,1,2325,4,3,TRUE,"low",1
6814546,2,13,4,0.04892749,1,3050,4,3,TRUE,"low",1
6814547,2,6,8,0.050388887,1,3000,4,3,TRUE,"medium",2
6814548,2,6,13,0.048903445,2,4391,4,3,TRUE,"medium",2
6814549,0,8,13,0.006322328,1,3000,4,3,TRUE,"low",1
6814559,0,11,4,0.032737548,1,2400,4,3,TRUE,"low",1
6814564,4,8,3,0.054238624,2,5400,4,3,TRUE,"medium",2
6814566,2,9,11,0.010155889,1,2842,4,3,TRUE,"high",3
6814573,3,6,8,0.084325737,2,4899,4,3,TRUE,"low",1
6814585,2,6,3,0.029198561,1,2890,4,3,TRUE,"medium",2
6814589,1,6,3,0.026343846,1,3450,4,3,TRUE,"low",1
6814590,0,5,2,0.058563975,1,1850,4,3,TRUE,"low",1
6814609,1,5,4,0.065429855,1,2450,4,3,TRUE,"low",1
6814613,2,9,2,0.037452079,1,2600,4,3,TRUE,"medium",2
6814616,2,7,13,0.048903445,2,3992,4,3,TRUE,"high",3
6814617,0,4,2,0.043521261,1,1950,4,3,TRUE,"medium",2
6814619,2,6,3,0.097315076,1,2250,4,3,TRUE,"medium",2
6814620,1,5,12,0.049897686,1,2600,4,3,TRUE,"low",1
6814626,2,5,6,0.00753165,1,2950,4,3,TRUE,"medium",2
6814636,2,3,11,0.046595893,2,3500,4,3,TRUE,"medium",2
6814640,0,4,2,0.078807416,1,1800,4,3,TRUE,"low",1
6814654,2,5,3,0.062759862,1,2975,4,3,TRUE,"low",1
6814675,1,8,14,0.09196457,1,3022,4,3,TRUE,"medium",2
6814678,1,4,3,0.035292789,1,2549,4,3,TRUE,"low",1
6814689,1,9,7,0.092915806,1,3100,4,3,TRUE,"low",1
6814699,3,6,9,0.080671281,3,10250,4,3,TRUE,"low",1
6814719,2,11,7,0.078940799,1,3700,4,3,TRUE,"low",1
6814725,2,12,7,0.071120685,1,3400,4,3,TRUE,"low",1
6814729,3,5,4,0.024488759,1,3703,4,3,TRUE,"medium",2
6814731,1,7,1,0.077888677,1,2000,4,3,TRUE,"medium",2
6814755,1,5,1,0.065955265,1,2250,4,3,TRUE,"low",1
6814763,2,6,2,0.049051308,1,3100,4,3,TRUE,"low",1
6814774,1,5,15,0.056758021,1,3500,4,3,TRUE,"low",1
6814778,1,11,6,0.069599514,1,2650,4,3,TRUE,"low",1
6814785,1,4,0,0.083680866,1,1950,4,3,TRUE,"medium",2
6814814,2,5,1,0.025177037,1,2475,4,3,TRUE,"low",1
6814826,3,3,10,0.089475773,2,5679,4,3,TRUE,"low",1
6814829,2,6,1,0.069495635,1,2750,4,3,TRUE,"low",1
6814840,2,6,3,0.075948601,1,2450,4,3,TRUE,"high",3
6814854,1,4,0,0.017651513,1,2245,4,3,TRUE,"medium",2
6814855,2,4,5,0.111497994,1,2150,4,3,TRUE,"medium",2
6814867,1,6,1,0.140055665,1,2050,4,3,TRUE,"low",1
6814869,2,4,1,0.056354995,1,2600,4,3,TRUE,"low",1
6814878,4,3,5,0.026919617,2,6995,4,3,TRUE,"medium",2
6814881,3,8,12,0.04469186,2,4400,4,3,TRUE,"low",1
6814884,0,3,2,0.022014984,1,2500,4,3,TRUE,"low",1
6814888,0,3,2,0.045600982,1,1875,4,3,TRUE,"low",1
6814892,3,8,7,0.029231601,1,5995,4,3,TRUE,"low",1
6814907,1,4,6,0.117345955,1,1950,4,3,TRUE,"high",3
6814921,3,4,15,0.010155889,1,3649,4,3,TRUE,"medium",2
6814927,3,5,7,0.159963303,1,2795,4,3,TRUE,"low",1
6814928,3,7,14,0.04469186,2,5150,4,3,TRUE,"low",1
6814939,1,7,6,0.133075154,1,1500,4,3,TRUE,"low",1
6814940,3,10,5,0.102433842,1,3850,4,3,TRUE,"low",1
6814943,1,5,7,0.084545991,1,2895,4,3,TRUE,"medium",2
6814947,0,14,6,0.043209401,1,3001,4,3,TRUE,"low",1
6814951,1,9,2,0.017489072,1,2800,4,3,TRUE,"low",1
6814952,2,13,11,0.10936467,1,2300,4,3,TRUE,"low",1
6814955,0,4,3,0.082495202,1,1850,4,3,TRUE,"low",1
6814958,3,8,9,0.117345955,1,3250,4,3,TRUE,"low",1
6814969,3,7,6,0.113830525,2,2950,4,3,TRUE,"medium",2
6814972,2,5,4,0.037182704,1,2825,4,3,TRUE,"medium",2
6814978,2,6,8,0.090125694,1,3600,4,3,TRUE,"medium",2
6814988,0,4,8,0.077445751,1,2277,4,3,TRUE,"low",1
6815008,1,7,11,0.012523836,1,2260,4,3,TRUE,"high",3
6815011,2,4,9,0.003983914,1,2550,4,3,TRUE,"medium",2
6815012,1,8,7,0.047300472,1,2550,4,3,TRUE,"low",1
6815013,2,8,8,0.119086821,1,2400,4,3,TRUE,"low",1
6815016,1,4,5,0.088045286,1,2250,4,3,TRUE,"low",1
6815023,4,10,13,0.139295376,2,3400,4,3,TRUE,"low",1
6815025,2,4,3,0.045083518,1,3295,4,3,TRUE,"low",1
6815036,1,5,2,0.066641801,1,2750,4,3,TRUE,"low",1
6815061,3,6,13,0.075348852,2,4175,4,3,TRUE,"medium",2
6815069,0,4,2,0.084264118,1,1825,4,3,TRUE,"low",1
6815101,0,9,11,0.026042303,1,3675,4,3,TRUE,"low",1
6815103,1,4,5,0.070642184,1,3200,4,3,TRUE,"low",1
6815109,1,4,5,0.076131883,1,2675,4,3,TRUE,"low",1
6815121,1,6,9,0.090125694,1,3200,4,3,TRUE,"medium",2
6815123,0,4,3,0.043521261,1,1950,4,3,TRUE,"low",1
6815134,2,11,0,0.026343846,1,3800,4,3,TRUE,"medium",2
6815137,2,11,11,0.10936467,1,2300,4,3,TRUE,"low",1
6815144,1,7,4,0.021798768,1,4150,4,3,TRUE,"low",1
6815148,4,12,10,0.138311494,2,3700,4,3,TRUE,"low",1
6815151,1,5,6,0.120221903,1,1700,4,3,TRUE,"low",1
6815167,3,6,1,0.042767134,1.5,4750,4,3,TRUE,"low",1
6815173,0,5,4,0.02721719,1,2550,4,3,TRUE,"low",1
6815183,0,3,1,0.075185089,1,2200,4,3,TRUE,"low",1
6815188,1,2,10,0.044994578,1,3500,4,3,TRUE,"low",1
6815190,1,5,6,0.13358517,1,3603,4,3,TRUE,"medium",2
6815198,1,4,4,0.040424933,1,3195,4,3,TRUE,"low",1
6815204,0,5,2,0.058563975,1,1850,4,3,TRUE,"low",1
6815254,1,4,0,0.064664847,1,1550,4,3,TRUE,"low",1
6815278,3,2,0,0.084182859,2,2475,4,3,TRUE,"low",1
