"","listing_id","numPh","numFeat","distance_city","bedrooms","bathrooms","price","created_month","weekend","interest_level","interest_level_num"
"58","6812475",6,6,0.0490960168586011,1,1,3346,4,TRUE,"low",1
"59","6812491",3,1,0.0889472865880635,0,1,1850,4,TRUE,"low",1
"60","6812493",14,5,0.0635035774691453,4,5,21500,4,TRUE,"low",1
"61","6812513",1,4,0.053159420720887,0,1,2175,4,TRUE,"low",1
"62","6812516",0,2,0.017962697775669,0,1,2250,4,TRUE,"low",1
"63","6812518",8,3,0.0826941028815253,2,2,6100,4,TRUE,"low",1
"64","6812520",8,3,0.0227581508778761,2,1,2550,4,TRUE,"medium",2
"65","6812524",4,3,0.0306452441886174,0,1,2300,4,TRUE,"low",1
"66","6812533",2,3,0.0172274243977459,1,1,3650,4,TRUE,"low",1
"67","6812535",0,3,0.0306506164926602,0,1,2995,4,TRUE,"low",1
"68","6812539",14,2,0.0559686731250666,1,1,2500,4,TRUE,"low",1
"69","6812546",13,4,0.0891452174341343,2,1,4360,4,TRUE,"medium",2
"70","6812548",8,3,0.0399511653319361,1,1,2995,4,TRUE,"low",1
"71","6812557",6,3,0.080044360771891,3,2,6995,4,TRUE,"low",1
"72","6812558",5,1,0.177016241264407,1,1,1850,4,TRUE,"low",1
"73","6812585",4,4,0.0895786249692411,2,2,5495,4,TRUE,"low",1
"74","6812630",11,3,0.07860429003166,2,1,1950,4,TRUE,"low",1
"75","6812631",1,1,0.0831525162059485,0,1,2390,4,TRUE,"low",1
"76","6812635",4,3,0.0399511653319361,1,1,2995,4,TRUE,"low",1
"77","6812648",0,4,0.0217987676573705,0,1,3195,4,TRUE,"low",1
"78","6812649",0,2,0.0298789831048494,2,1,4500,4,TRUE,"low",1
"79","6812659",0,7,0.0353734953231922,1,1,3926,4,TRUE,"low",1
"80","6812667",0,9,0.0443284104314639,0,1,2620,4,TRUE,"low",1
"81","6812680",0,1,0.0198841547816299,2,1,4000,4,TRUE,"low",1
"82","6812685",0,1,0.0789128645493186,0,1,2995,4,TRUE,"low",1
"83","6812711",5,9,0.0115776556944859,1,1,3595,4,TRUE,"low",1
"84","6812715",6,11,0.0824161152407706,3,2,9500,4,TRUE,"low",1
"85","6812729",0,2,0.0859411328257877,1,1,2599,4,TRUE,"low",1
"86","6812734",5,8,0.0390012398697796,1,1,3495,4,TRUE,"low",1
"87","6812744",5,4,0.114603638124538,2,1,2495,4,TRUE,"medium",2
"88","6812759",0,3,0.0328264255041561,0,1,2725,4,TRUE,"low",1
"89","6812767",0,8,0.00471690485170191,0,1,3166,4,TRUE,"low",1
"90","6812781",0,5,0.0260423031120503,2,2,6300,4,TRUE,"low",1
"91","6812786",0,5,0.0879639418817703,1,1,3800,4,TRUE,"low",1
"92","6812788",0,8,0.040687507559202,1,1,4095,4,TRUE,"low",1
"93","6812792",0,7,0.00388828128869512,0,1,3115,4,TRUE,"low",1
"94","6812815",5,10,0.0453583378374951,2,1,3199,4,TRUE,"low",1
"95","6812820",5,10,0.0453583378374951,2,1,3199,4,TRUE,"low",1
"96","6812824",5,12,0.0447270138884769,1,1,3100,4,TRUE,"medium",2
"97","6812829",3,10,0.045766616123327,0,1,2150,4,TRUE,"medium",2
"98","6812831",5,9,0.0399928194977556,2,1,2999,4,TRUE,"high",3
"99","6812836",5,10,0.0453583378374951,2,1,3199,4,TRUE,"medium",2
"100","6812847",5,9,0.0454431333798612,0,1,2200,4,TRUE,"high",3
"101","6812849",5,9,0.0399928194977556,2,1,2999,4,TRUE,"low",1
"102","6812855",5,9,0.0454431333798612,0,1,2200,4,TRUE,"high",3
"103","6812859",5,9,0.0454431333798612,0,1,2200,4,TRUE,"high",3
"104","6812870",2,10,0.0464005492573109,0,1,2150,4,TRUE,"low",1
"105","6812909",10,4,0.0699849334598525,2,1,1895,4,TRUE,"high",3
"106","6812933",2,3,0.0864723155199409,1,1,2965,4,TRUE,"low",1
"107","6812934",30,4,0.0193485935246032,1,1,2295,4,TRUE,"low",1
"108","6812960",1,5,0.0260434903839674,0,1,2875,4,TRUE,"low",1
"109","6812976",19,1,0.0746026860869029,3,1,2850,4,TRUE,"low",1
"110","6812989",10,4,0.0554498331050651,2,2,5058,4,TRUE,"low",1
"111","6812993",1,2,0.095861019978822,1,1,1750,4,TRUE,"medium",2
"112","6813007",10,4,0.0577932227114959,2,2,3000,4,TRUE,"medium",2
"113","6813012",4,9,0.00785816463177266,0,1,2900,4,TRUE,"low",1
"114","6813014",1,4,0.090807645775998,0,1,2600,4,TRUE,"low",1
"115","6813021",4,5,0.0462036006322016,2,2,5500,4,TRUE,"low",1
"116","6813023",8,6,0.0283021280362449,2,2,4975,4,TRUE,"low",1
"117","6813034",12,5,0.058298342098038,2,2,6500,4,TRUE,"low",1
"118","6813042",4,3,0.0642209989908245,3,1,3400,4,TRUE,"low",1
"119","6813043",4,6,0.0925378229232765,2,2,5200,4,TRUE,"low",1
"120","6813072",2,4,0.0557770663568789,1,1,2695,4,TRUE,"low",1
"121","6813074",9,1,0.0563301779810758,1,1,1799,4,TRUE,"high",3
"122","6813079",5,3,0.0600422402261977,1,1,2958,4,TRUE,"low",1
"123","6813097",3,5,0.0234294031375065,0,1,4295,4,TRUE,"low",1
"124","6813102",4,3,0.0842641180537726,0,1,1825,4,TRUE,"low",1
"125","6813115",5,1,0.0204521336632673,0,1,1950,4,TRUE,"medium",2
"126","6813116",8,2,0.0788628689015317,1,1,3250,4,TRUE,"low",1
"127","6813123",6,12,0.0758564559637531,3,3,7000,4,TRUE,"medium",2
"128","6813124",6,4,0.0314738274027837,2,1,3000,4,TRUE,"low",1
"129","6813125",4,6,0.016801819287799,0,1,3100,4,TRUE,"low",1
"130","6813137",8,10,0.0443078179487559,4,2,6000,4,TRUE,"medium",2
"131","6813143",3,3,0.026352920737178,2,2,14500,4,TRUE,"low",1
"132","6813159",8,4,0.0197347209602722,1,2,8400,4,TRUE,"low",1
"133","6813160",11,7,0.0316207089006536,0,1,3595,4,TRUE,"low",1
"134","6813164",6,3,0.060542664885022,1,1,3000,4,TRUE,"low",1
"135","6813169",10,10,0.0770353798678223,1,1,3000,4,TRUE,"medium",2
"136","6813174",5,5,0.0560218026430817,1,1,3095,4,TRUE,"low",1
"137","6813180",4,3,0.0595111061179321,0,1,2150,4,TRUE,"low",1
"138","6813199",5,5,0.0680295116209141,0,1,2280,4,TRUE,"medium",2
"139","6813200",1,5,0.0658370265988667,2,2,7100,4,TRUE,"low",1
"140","6813205",5,4,0.0272798484486265,2,1,3300,4,TRUE,"low",1
"141","6813207",7,3,0.151770775485205,3,2,1700,4,TRUE,"high",3
"142","6813240",6,2,0.089198045445967,0,1.5,1995,4,TRUE,"low",1
"143","6813253",4,10,0.0517598302873918,0,1,2300,4,TRUE,"medium",2
"144","6813255",5,1,0.100871865311301,3,1,1800,4,TRUE,"high",3
"145","6813268",5,7,0.117345955326033,2,1,2395,4,TRUE,"medium",2
"146","6813275",1,4,0.0269632826521543,1,1,4400,4,TRUE,"low",1
"147","6813286",4,1,0.0658882293841631,2,2,2895,4,TRUE,"low",1
"148","6813298",1,4,0.0508858576755852,0,1,2100,4,TRUE,"medium",2
"149","6813319",13,10,0.00390334361540602,4,5,85000,4,TRUE,"low",1
"150","6813323",6,8,0.0116612114027596,1,1,3425,4,TRUE,"low",1
"151","6813344",3,5,0.0862687137459438,3,2,5995,4,TRUE,"low",1
"152","6813364",3,5,0.031139512381859,1,1,4554,4,TRUE,"low",1
"153","6813365",6,3,0.036901797400398,1,1,2650,4,TRUE,"medium",2
"154","6813367",5,7,0.0596085761562884,1,1,3700,4,TRUE,"medium",2
"155","6813376",0,4,0.0114789081092178,1,1,9095,4,TRUE,"low",1
"156","6813384",3,12,0.0808118003226015,1,1,3800,4,TRUE,"low",1
"157","6813385",7,10,0.0686014143540771,2,2,7500,4,TRUE,"low",1
"158","6813388",4,1,0.123902015525899,1,1,1745,4,TRUE,"medium",2
"159","6813392",6,0,0.0263438461766641,2,1,3600,4,TRUE,"high",3
"160","6813399",11,10,0.0534188439727032,1,1,3830,4,TRUE,"low",1
"161","6813402",6,1,0.0427671340094256,3,1,4600,4,TRUE,"low",1
"162","6813407",6,5,0.0237399185209184,1,1,4150,4,TRUE,"low",1
"163","6813410",6,3,0.0263438461766641,2,1,3600,4,TRUE,"high",3
"164","6813420",4,1,0.0711730764501528,1,1,2695,4,TRUE,"low",1
"165","6813427",8,10,0.0542707944605595,4,2,7695,4,TRUE,"low",1
"166","6813437",3,7,0.01560798421898,1,1,3795,4,TRUE,"low",1
"167","6813451",4,8,0.0642209989908245,3,1,3400,4,TRUE,"medium",2
"168","6813471",6,9,0.0194256966768237,0,1,4800,4,TRUE,"low",1
"169","6813474",7,10,0.0532386695117341,1,1,3382,4,TRUE,"low",1
"170","6813483",3,4,0.0279913485094962,1,1,2700,4,TRUE,"low",1
"171","6813484",3,4,0.0269165441946071,1,1,4500,4,TRUE,"low",1
"172","6813489",5,4,0.0371874773462837,2,1,2960,4,TRUE,"low",1
"173","6813491",7,4,0.0744375786238345,1,1,2900,4,TRUE,"high",3
"174","6813497",5,1,0.0658882293841631,1,1,2350,4,TRUE,"low",1
"175","6813511",8,7,0.00408614382762317,0,1,2488,4,TRUE,"low",1
"176","6813513",8,11,0.0345089482798305,1,1,4425,4,TRUE,"low",1
"177","6813514",7,4,0.0450835179570062,2,1,3202,4,TRUE,"medium",2
"178","6813541",6,5,0.082686948131975,1,1,2379,4,TRUE,"medium",2
"179","6813542",3,4,0.0279913485094962,1,1,2650,4,TRUE,"low",1
"180","6813543",4,10,0.0893313877166306,1,1,2750,4,TRUE,"medium",2
"181","6813560",6,10,0.0774457507638778,2,1,3450,4,TRUE,"low",1
"182","6813566",3,1,0.0813054699966738,0,1,1750,4,TRUE,"low",1
"183","6813568",7,8,0.0551598061216682,1,1,3508,4,TRUE,"low",1
"184","6813601",10,3,0.0264204907482881,1,1,2800,4,TRUE,"medium",2
"185","6813602",3,2,0.0867645905388808,2,1,2700,4,TRUE,"medium",2
"186","6813607",7,7,0.0334238856415556,4,1,6000,4,TRUE,"low",1
"187","6813608",7,11,0.0918557220394058,3,2,3750,4,TRUE,"low",1
"188","6813610",7,2,0.0889472865880635,1,1,2850,4,TRUE,"low",1
"189","6813630",4,2,0.0770093002914634,0,1,1925,4,TRUE,"low",1
"190","6813635",6,3,0.0272798484486265,2,1,3300,4,TRUE,"low",1
"191","6813637",4,0,0.0822676747658574,1,1,1900,4,TRUE,"high",3
"192","6813638",5,7,0.0746034951686542,0,1,1895,4,TRUE,"high",3
"193","6813644",4,2,0.136387235368197,2,1,2100,4,TRUE,"low",1
"194","6813645",4,5,0.0654298551991411,1,1,2495,4,TRUE,"medium",2
"195","6813653",4,11,0.0763808135030003,0,1,2050,4,TRUE,"medium",2
"196","6813664",6,6,0.0604747551576672,2,1,3700,4,TRUE,"low",1
"197","6813666",4,5,0.0741758631320231,0,1,2260,4,TRUE,"medium",2
"198","6813673",7,3,0.0173189841324495,1,1,2900,4,TRUE,"low",1
"199","6813678",7,5,0.0736159008053274,2,1,2450,4,TRUE,"high",3
"200","6813682",5,11,0.0316207089006536,2,1,4000,4,TRUE,"high",3
"201","6813689",4,9,0.0890643739739964,0,1,2495,4,TRUE,"low",1
"202","6813690",7,6,0.130260069980709,2,1,2200,4,TRUE,"low",1
"203","6813717",6,3,0.0767870603121395,1,1,2800,4,TRUE,"low",1
"204","6813721",7,8,0.131299219386026,3,2,3495,4,TRUE,"low",1
"205","6813728",5,7,0.0217987676573705,0,1,3195,4,TRUE,"low",1
"206","6813731",4,4,0.032042215456796,1,1,3500,4,TRUE,"low",1
"207","6813748",7,2,0.0263438461766641,2,1,3600,4,TRUE,"low",1
"208","6813757",8,6,0.0351616647981848,1,1,4095,4,TRUE,"low",1
"209","6813762",8,2,0.025321054310201,3,1,4600,4,TRUE,"low",1
"210","6813767",7,1,0.0568304690406442,1,1,2500,4,TRUE,"low",1
"211","6813772",10,1,0.0378941836088357,0,1,45,4,TRUE,"low",1
"212","6813776",8,9,0.0763808135030003,1,1,2000,4,TRUE,"low",1
"213","6813780",7,13,0.0470943373600212,4,2,7000,4,TRUE,"medium",2
"214","6813785",7,12,0.0088100426434864,1,0,2954,4,TRUE,"low",1
"215","6813789",4,9,0.0443078179487559,2,1,3200,4,TRUE,"low",1
"216","6813799",7,4,0.0217987676573705,0,1,3125,4,TRUE,"low",1
"217","6813808",3,6,0.117345955326033,0,1,1650,4,TRUE,"high",3
"218","6813812",10,10,0.0625104646549769,1,1,2995,4,TRUE,"medium",2
"219","6813813",4,4,0.0664928556416397,1,1,2850,4,TRUE,"low",1
"220","6813816",3,0,0.0813079686831477,0,1,2500,4,TRUE,"low",1
"221","6813824",3,4,0.0945941593935912,1,1,2395,4,TRUE,"medium",2
"222","6813827",5,5,0.0531901961961041,1,1,3100,4,TRUE,"low",1
"223","6813834",5,17,0.0729205823576667,1,0,2995,4,TRUE,"low",1
"224","6813835",4,7,0.090807645775998,1,1,2963,4,TRUE,"medium",2
"225","6813836",6,4,0.0217987676573705,0,1,3195,4,TRUE,"low",1
"226","6813847",4,6,0.0178154436200722,1,1,2600,4,TRUE,"medium",2
"227","6813849",6,11,0.00398391407789505,1,1,2695,4,TRUE,"high",3
"228","6813860",7,12,0.0480036222735305,2,1,2995,4,TRUE,"low",1
"229","6813868",7,6,0.025899936513051,1,1,3095,4,TRUE,"low",1
"230","6813870",5,1,0.08106383220265,1,1,2295,4,TRUE,"low",1
"231","6813872",4,2,0.0728261574668055,0,1,2075,4,TRUE,"low",1
"232","6813880",4,6,0.022122765003041,2,1,3895,4,TRUE,"high",3
"233","6813884",5,5,0.0256454871542806,2,1,3300,4,TRUE,"low",1
"234","6813901",4,3,0.136387235368197,2,1,2100,4,TRUE,"low",1
"235","6813903",8,9,0.0863462826726207,2,1,4108,4,TRUE,"medium",2
"236","6813905",7,4,0.0217987676573705,0,1,3195,4,TRUE,"medium",2
"237","6813933",3,1,0.0756068690753625,1,1,2250,4,TRUE,"low",1
"238","6813936",5,5,0.0376182337620988,2,1,2890,4,TRUE,"low",1
"239","6813943",12,2,0.0272874423752013,1,1,3795,4,TRUE,"low",1
"240","6813946",3,8,0.0495519395319667,0,1,1995,4,TRUE,"low",1
"241","6813951",2,10,0.0901256939578259,2,1,3000,4,TRUE,"low",1
"242","6813959",4,10,0.00803021490247693,2,2,6295,4,TRUE,"low",1
"243","6813960",10,12,0.0595905171263002,1,1,3100,4,TRUE,"low",1
"244","6813977",3,3,0.0810794236004382,0,1,1750,4,TRUE,"medium",2
"245","6813996",3,6,0.0819598953841446,0,1,2100,4,TRUE,"medium",2
"246","6814011",15,4,0.0516478794470753,2,2,4777,4,TRUE,"low",1
"247","6814014",3,5,0.0859411328257877,1,1,2599,4,TRUE,"low",1
"248","6814016",5,1,0.0219504872697605,0,1,2495,4,TRUE,"low",1
"249","6814042",4,2,0.0255042308525508,1,1,2300,4,TRUE,"medium",2
"250","6814043",15,4,0.0516478794470753,1,1,3399,4,TRUE,"low",1
"251","6814059",7,8,0.0561511099746092,1,1,3600,4,TRUE,"low",1
"252","6814061",5,4,0.0758564559637531,1,1,3895,4,TRUE,"low",1
"253","6814074",9,9,0.00564535662116117,2,2,5675,4,TRUE,"low",1
"254","6814088",8,3,0.0217987676573705,1,1,4150,4,TRUE,"low",1
"255","6814096",2,6,0.0914340792668707,1,1,2995,4,TRUE,"medium",2
"256","6814110",10,14,0.0362453535143539,0,1,2500,4,TRUE,"medium",2
"257","6814136",8,6,0.0217987676573705,1,1,4150,4,TRUE,"low",1
"258","6814154",4,1,0.0311903147047291,2,1,3000,4,TRUE,"medium",2
"259","6814162",9,5,0.0386618035194909,2,1,3199,4,TRUE,"low",1
"260","6814185",5,4,0.00747266695229875,3,2,4300,4,TRUE,"medium",2
"261","6814194",8,8,0.0783764794525725,1,1,2500,4,TRUE,"high",3
"262","6814198",4,12,0.0450835179570062,2,1,3295,4,TRUE,"low",1
"263","6814200",3,2,0.0858777040411588,1,1,2500,4,TRUE,"low",1
"264","6814205",8,6,0.0914340792668707,1,1,3190,4,TRUE,"medium",2
"265","6814219",4,2,0.0534219573900071,2,1,3495,4,TRUE,"low",1
"266","6814221",0,1,0.0539238801587909,1,1,2600,4,TRUE,"low",1
"267","6814223",10,13,0.00819654630805407,3,1,3996,4,TRUE,"high",3
"268","6814227",6,0,0.104236898224091,2,1,3000,4,TRUE,"low",1
"269","6814229",12,3,0.0352769818915978,1,1,2695,4,TRUE,"low",1
"270","6814234",13,1,0.0604128525347012,2,1,2950,4,TRUE,"low",1
"271","6814237",5,7,0.116268780381409,1,1,2050,4,TRUE,"medium",2
"272","6814245",7,2,0.0582851361101646,2,1,2399,4,TRUE,"low",1
"273","6814249",8,1,0.0758757977973192,1,0,2150,4,TRUE,"low",1
"274","6814265",4,2,0.0542233188893833,1,1,2695,4,TRUE,"low",1
"275","6814268",3,0,0.0528074692764208,1,1,2125,4,TRUE,"low",1
"276","6814279",9,2,0.0283430402635331,2,1,4250,4,TRUE,"low",1
"277","6814285",5,12,0.0269844916828182,2,2,3629,4,TRUE,"low",1
"278","6814306",4,4,0.0450835179570062,0,1,2295,4,TRUE,"low",1
"279","6814330",9,7,0.0268593136803613,0,1,3625,4,TRUE,"low",1
"280","6814331",4,0,0.0154666625805289,1,1,3495,4,TRUE,"low",1
"281","6814332",9,2,0.0292843683793939,4,2,5800,4,TRUE,"low",1
"282","6814337",5,3,0.0906512931588926,1,1,2400,4,TRUE,"low",1
"283","6814362",10,4,0.0217987676573705,0,1,3095,4,TRUE,"low",1
"284","6814363",6,1,0.0305482207563788,1,1,2895,4,TRUE,"low",1
"285","6814395",7,3,0.0362233050863639,1,1,2750,4,TRUE,"low",1
"286","6814397",0,0,0.10608086760288,3,2,3495,4,TRUE,"low",1
"287","6814401",6,5,0.0901731587080053,0,1,2100,4,TRUE,"medium",2
"288","6814422",6,2,0.0788074160937854,0,1,1800,4,TRUE,"low",1
"289","6814424",4,1,0.0848085635497994,0,1,1700,4,TRUE,"high",3
"290","6814431",3,1,0.063702480103835,0,1,2100,4,TRUE,"low",1
"291","6814432",3,1,0.0807214285761795,1,1,2150,4,TRUE,"low",1
"292","6814442",5,4,0.0442117596503476,3,2,5400,4,TRUE,"medium",2
"293","6814463",5,5,0.0176414305366663,1,1,3592,4,TRUE,"low",1
"294","6814470",4,8,0.0290470251726448,3,2,12995,4,TRUE,"low",1
"295","6814484",4,1,0.017962697775669,0,1,2295,4,TRUE,"medium",2
"296","6814491",5,3,0.0704120503279045,1,1,3290,4,TRUE,"low",1
"297","6814495",6,4,0.0217987676573705,0,1,3195,4,TRUE,"low",1
"298","6814518",6,0,0.0374520793999499,2,1,2600,4,TRUE,"medium",2
"299","6814522",6,9,0.0475373477528994,0,1,2450,4,TRUE,"low",1
"300","6814530",7,5,0.0218433557719499,0,1,2725,4,TRUE,"medium",2
"301","6814533",5,9,0.0390012398697796,2,1,3500,4,TRUE,"low",1
"302","6814540",9,1,0.0800336431220077,1,1,2325,4,TRUE,"low",1
"303","6814546",13,4,0.0489274899354095,2,1,3050,4,TRUE,"low",1
"304","6814547",6,8,0.0503888869829405,2,1,3000,4,TRUE,"medium",2
"305","6814548",6,13,0.0489034449847831,2,2,4391,4,TRUE,"medium",2
"306","6814549",8,13,0.00632232800319145,0,1,3000,4,TRUE,"low",1
"307","6814559",11,4,0.0327375480355539,0,1,2400,4,TRUE,"low",1
"308","6814564",8,3,0.0542386241656229,4,2,5400,4,TRUE,"medium",2
"309","6814566",9,11,0.0101558894923059,2,1,2842,4,TRUE,"high",3
"310","6814573",6,8,0.0843257369453674,3,2,4899,4,TRUE,"low",1
"311","6814585",6,3,0.0291985611183133,2,1,2890,4,TRUE,"medium",2
"312","6814589",6,3,0.0263438461766641,1,1,3450,4,TRUE,"low",1
"313","6814590",5,2,0.0585639748598065,0,1,1850,4,TRUE,"low",1
"314","6814609",5,4,0.0654298551991411,1,1,2450,4,TRUE,"low",1
"315","6814613",9,2,0.0374520793999499,2,1,2600,4,TRUE,"medium",2
"316","6814616",7,13,0.0489034449847831,2,2,3992,4,TRUE,"high",3
"317","6814617",4,2,0.0435212609121117,0,1,1950,4,TRUE,"medium",2
"318","6814619",6,3,0.0973150763827499,2,1,2250,4,TRUE,"medium",2
"319","6814620",5,12,0.0498976856315003,1,1,2600,4,TRUE,"low",1
"320","6814626",5,6,0.00753164997726317,2,1,2950,4,TRUE,"medium",2
"321","6814636",3,11,0.0465958932887851,2,2,3500,4,TRUE,"medium",2
"322","6814640",4,2,0.0788074160937854,0,1,1800,4,TRUE,"low",1
"323","6814654",5,3,0.0627598624232063,2,1,2975,4,TRUE,"low",1
"324","6814675",8,14,0.0919645700875101,1,1,3022,4,TRUE,"medium",2
"325","6814678",4,3,0.0352927892264126,1,1,2549,4,TRUE,"low",1
"326","6814689",9,7,0.0929158059287008,1,1,3100,4,TRUE,"low",1
"327","6814699",6,9,0.0806712808338921,3,3,10250,4,TRUE,"low",1
"328","6814719",11,7,0.0789407992826225,2,1,3700,4,TRUE,"low",1
"329","6814725",12,7,0.0711206848348635,2,1,3400,4,TRUE,"low",1
"330","6814729",5,4,0.0244887588779099,3,1,3703,4,TRUE,"medium",2
"331","6814731",7,1,0.0778886769137909,1,1,2000,4,TRUE,"medium",2
"332","6814755",5,1,0.065955265380259,1,1,2250,4,TRUE,"low",1
"333","6814763",6,2,0.0490513077438308,2,1,3100,4,TRUE,"low",1
"334","6814774",5,15,0.0567580205026514,1,1,3500,4,TRUE,"low",1
"335","6814778",11,6,0.0695995135858008,1,1,2650,4,TRUE,"low",1
"336","6814785",4,0,0.0836808656227939,1,1,1950,4,TRUE,"medium",2
"337","6814814",5,1,0.0251770369857132,2,1,2475,4,TRUE,"low",1
"338","6814826",3,10,0.0894757730974111,3,2,5679,4,TRUE,"low",1
"339","6814829",6,1,0.0694956350527163,2,1,2750,4,TRUE,"low",1
"340","6814840",6,3,0.0759486007203507,2,1,2450,4,TRUE,"high",3
"341","6814854",4,0,0.0176515130054045,1,1,2245,4,TRUE,"medium",2
"342","6814855",4,5,0.111497993575582,2,1,2150,4,TRUE,"medium",2
"343","6814867",6,1,0.14005566483145,1,1,2050,4,TRUE,"low",1
"344","6814869",4,1,0.0563549952655535,2,1,2600,4,TRUE,"low",1
"345","6814878",3,5,0.0269196168505485,4,2,6995,4,TRUE,"medium",2
"346","6814881",8,12,0.0446918604600402,3,2,4400,4,TRUE,"low",1
"347","6814884",3,2,0.022014984246649,0,1,2500,4,TRUE,"low",1
"348","6814888",3,2,0.045600981693161,0,1,1875,4,TRUE,"low",1
"349","6814892",8,7,0.0292316005613749,3,1,5995,4,TRUE,"low",1
"350","6814907",4,6,0.117345955326033,1,1,1950,4,TRUE,"high",3
"351","6814921",4,15,0.0101558894923059,3,1,3649,4,TRUE,"medium",2
"352","6814927",5,7,0.159963303139748,3,1,2795,4,TRUE,"low",1
"353","6814928",7,14,0.0446918604600402,3,2,5150,4,TRUE,"low",1
"354","6814939",7,6,0.133075154372933,1,1,1500,4,TRUE,"low",1
"355","6814940",10,5,0.10243384241245,3,1,3850,4,TRUE,"low",1
