listing_id,created_hour,manager_score,building_score
6901822,6,1.052083333,1.107772146
6917561,1,1,1.107772146
7106233,1,1,1.107772146
6992500,1,1,1.107772146
7209700,6,1.333333333,1.107772146
7082964,1,1,1.107772146
6814927,3,1,1.107772146
6977360,1,1,1.107772146
6869255,1,1,1.107772146
7189253,3,1.034482759,1.107772146
6821252,3,1.071428571,1.107772146
7108518,3,1,1.107772146
6871361,3,2,1.107772146
7052352,3,1.071428571,1.107772146
7068029,1,1,1.107772146
7015095,1,1,1.107772146
6885355,1,1,1.107772146
6885365,1,1,1.107772146
7186844,1,1,1.107772146
7068586,1,1,1.107772146
7196809,1,1,1.107772146
7122829,1,1,1.107772146
7045738,1,1,1.107772146
7146579,4,1.034482759,1.107772146
7228144,1,1,1.107772146
6939611,1,1,1.107772146
7131692,5,1,1.107772146
7076198,5,1,1.107772146
7077091,1,1,1.107772146
7186621,1,1.041666667,1.107772146
7213094,1,1.041666667,1.107772146
7189463,3,1.8,1.107772146
7014683,1,1,1.107772146
6820631,2,1,1.107772146
6935985,2,1,1.107772146
6821060,3,1,1.107772146
6823949,2,1,1.107772146
7199976,5,1,1.107772146
6991399,5,1.48,1.107772146
6885202,1,1,1.107772146
6961586,1,1,1.107772146
6863091,1,1,1.107772146
6859286,3,1,1.107772146
6972481,1,1,1.107772146
7027473,1,1,1.107772146
7217463,1,1,1.107772146
6812223,1,1,1.107772146
6815148,3,1,1.107772146
6891108,14,1.857142857,1.107772146
6885491,1,1,1.107772146
6884388,5,1,1.107772146
7204561,3,1,1.107772146
7174375,1,1,1.107772146
7131751,5,1,1.107772146
6947423,4,1,1.107772146
6928522,1,1,1.107772146
6939393,1,1,1.107772146
7110065,5,1,1.107772146
6814826,3,1.64,1.107772146
6838826,3,1.75,1.107772146
6926413,5,1,1.107772146
6836690,1,1,1.107772146
6863354,1,1,1.107772146
7132178,6,1,1.107772146
7231370,5,1,1.107772146
6977187,1,1,1.107772146
7073060,1,1,1.107772146
7001700,5,1,1.107772146
7034394,1,1,1.107772146
7225759,5,1,1.107772146
6840676,13,2.2,1.107772146
7125845,4,1,1.107772146
6841468,1,1,1.107772146
6965979,1,1,1.107772146
6898056,1,1,1.107772146
7180875,3,1,1.107772146
6952118,1,1.384615385,1.107772146
7144538,1,1.384615385,1.107772146
6944457,1,1,1.107772146
6900919,5,1.052083333,1.107772146
6827665,1,1,1.107772146
6992577,1,1,1.107772146
6906766,5,1,1.107772146
6856426,5,1,1.107772146
7694125,11,1.043010753,1.107772146
6897829,1,1.194444444,1.107772146
7084028,3,1,1.107772146
6820681,2,1.166666667,1.107772146
6972219,1,1,1.107772146
6952234,1,1,1.107772146
6859267,3,1,1.107772146
6863506,1,1,1.107772146
7009041,1,1,1.107772146
6992473,1,1,1.107772146
6863291,1,1,1.107772146
7219742,1,1,1.107772146
7217203,12,1.043010753,1.107772146
7082928,1,1,1.107772146
6844601,5,1.052083333,1.107772146
6986938,14,1.371428571,1.107772146
6972343,1,1.384615385,1.107772146
7202404,1,1.041666667,1.107772146
7112024,1,1.384615385,1.107772146
6901693,6,1.052083333,1.107772146
7114787,1,1.384615385,1.107772146
7004251,1,1.384615385,1.107772146
6812061,1,1,1.107772146
7117187,1,1.384615385,1.107772146
6965894,1,1,1.107772146
7157873,12,1,1.107772146
7074972,3,1.034482759,1.107772146
6820819,2,1.166666667,1.107772146
6884807,16,1.043010753,1.107772146
6941419,3,1,1.107772146
7117085,1,1,1.107772146
7179411,1,1,1.107772146
6900764,5,1,1.107772146
6872969,5,1.052083333,1.107772146
7095353,1,1.333333333,1.107772146
6917177,1,1,1.107772146
7019666,4,1.166666667,1.107772146
7080996,1,1,1.107772146
6939737,1,1.194444444,1.107772146
6839984,6,1.4,1.107772146
7186755,1,1.041666667,1.107772146
6987526,1,1,1.107772146
7190163,4,1.208333333,1.107772146
6931149,3,1,1.107772146
6861770,6,1.052083333,1.107772146
7133220,1,1,1.107772146
6839233,5,1.4,1.107772146
6947610,5,1.4,1.107772146
7206338,1,1,1.107772146
6832543,6,1.052083333,1.107772146
7154868,2,1,1.107772146
6883594,4,1.4,1.107772146
6916447,5,1,1.107772146
7081009,1,1.307692308,1.107772146
6884032,4,1,1.107772146
7203463,2,1.333333333,1.107772146
7165858,1,1,1.107772146
7046043,1,1,1.107772146
6922517,3,1.255555556,1.107772146
6855948,3,1.255555556,1.107772146
7061868,12,1,1.107772146
7063637,3,1,1.107772146
7026840,1,1,1.107772146
6836692,1,1,1.107772146
6875018,1,1,1.107772146
7068599,1,1,1.107772146
6992913,2,1.1,1.107772146
7128564,1,1,1.107772146
6903546,1,1.381365969,1.107772146
7034095,1,1,1.107772146
7082938,1,1,1.107772146
7035090,1,1,1.107772146
6944355,1,1,1.107772146
7106434,1,1,1.107772146
7202350,1,1,1.107772146
7100588,1,1,1.107772146
7124905,4,1,1.107772146
6870628,2,1,1.107772146
7138448,1,1,1.107772146
6934762,1,1,1.107772146
7187350,1,1,1.107772146
7020436,1,1.325,1.107772146
7100867,1,1.325,1.107772146
6934645,1,1.381365969,1.107772146
7003925,1,1,1.107772146
6966113,1,1,1.107772146
6961587,1,1,1.107772146
7061166,5,1.327102804,1.107772146
7174420,1,1,1.107772146
7220059,1,1,1.107772146
6903826,1,1,1.107772146
7217387,1,1,1.107772146
7233432,6,1.857142857,1.107772146
7053980,1,1.527777778,1.107772146
7174350,1,1,1.107772146
6925837,3,1.166666667,1.107772146
6817568,1,1,1.107772146
7186450,1,1,1.107772146
6917318,1,1.325,1.107772146
7001129,3,1.166666667,1.107772146
7219840,1,1,1.107772146
7174387,1,1,1.107772146
7051067,1,1,1.107772146
6914509,1,1,1.107772146
6812179,1,1,1.107772146
7228573,1,1,1.107772146
6844175,4,1.166666667,1.107772146
7011743,4,1,1.107772146
6977032,1,1,1.107772146
7230079,3,1.045454545,1.107772146
7166148,1,1,1.107772146
6822599,1,1.325,1.107772146
7104137,5,1,1.107772146
7202647,1,1,1.107772146
6818636,2,1.424242424,1.107772146
6853202,5,1.381365969,1.107772146
7068877,1,1.384615385,1.107772146
7228398,1,1,1.107772146
7024778,14,1.48,1.107772146
7073175,1,1,1.107772146
7126924,6,1.090909091,1.107772146
7174227,19,1.379084967,1.107772146
7193985,6,1.090909091,1.107772146
7213627,1,1,1.107772146
7117289,1,1,1.107772146
6863530,1,1,1.107772146
7228539,1,1,1.107772146
7081184,1,1,1.107772146
7024533,14,1.48,1.107772146
6981395,1,1,1.107772146
7094876,1,1,1.107772146
7218660,3,1.333333333,1.107772146
6889328,2,1.48,1.107772146
7731142,17,1.371428571,1.107772146
6997535,12,1.371428571,1.107772146
7206111,16,1.371428571,1.107772146
6885235,1,1,1.107772146
6923836,1,1.45,1.107772146
7122787,1,1,1.107772146
7210515,7,1,1.107772146
6901067,5,1.4,1.107772146
6835814,1,1,1.107772146
7034156,1,1,1.107772146
6909582,1,1.45,1.107772146
6841447,1,1.45,1.107772146
7095003,1,1,1.107772146
7213246,1,1.041666667,1.107772146
6850773,1,1.45,1.107772146
7070835,3,1.034482759,1.107772146
6885065,1,1,1.107772146
6901013,5,1.166666667,1.107772146
6897576,1,1,1.107772146
7125548,4,1.034482759,1.107772146
7196830,1,1,1.107772146
6814778,3,1.166666667,1.107772146
6845371,6,1.052083333,1.107772146
7186988,1,1.041666667,1.107772146
6998482,1,1,1.107772146
7166154,1,1,1.107772146
6841714,1,1.45,1.107772146
7212876,1,1.45,1.107772146
6819895,1,1.45,1.107772146
7153520,1,1.45,1.107772146
6961747,1,1,1.107772146
7150506,12,1.034482759,1.107772146
6934309,1,1.45,1.107772146
6897184,17,1.371428571,1.107772146
6917663,1,1,1.107772146
6840351,9,1.379084967,1.107772146
6961477,1,1,1.107772146
7153431,20,1.379084967,1.107772146
7211926,9,1.527777778,1.107772146
7114685,1,1,1.107772146
6981470,1,1,1.107772146
6934483,1,1,1.107772146
6850866,1,1,1.107772146
7117084,1,1,1.107772146
7111979,1,1,1.107772146
7082968,1,1,1.107772146
7179379,1,1,1.107772146
6952126,1,1,1.107772146
7124669,3,1,1.107772146
7124430,3,1,1.107772146
7229987,3,1,1.107772146
7220287,1,1,1.107772146
7122480,1,1,1.107772146
7106487,1,1.333333333,1.107772146
7054157,1,1,1.107772146
7050919,1,1,1.107772146
6893297,2,1,1.107772146
6813943,2,1,1.107772146
6868863,14,1.381365969,1.107772146
7166631,1,1,1.107772146
6987401,1,1.230769231,1.107772146
6814330,2,1,1.107772146
7014701,1,1,1.107772146
6885551,1,1,1.107772146
7034787,1,1,1.107772146
6856978,1,1,1.107772146
6814559,3,1,1.107772146
7042247,3,1.538461538,1.107772146
7227847,20,1.379084967,1.107772146
6827203,15,1.379084967,1.107772146
6849316,4,1.526785714,1.107772146
7181654,15,1.379084967,1.107772146
7017467,5,1.538461538,1.107772146
7067868,1,1,1.107772146
6855167,2,1.538461538,1.107772146
7003930,1,1,1.107772146
6888505,1,1,1.107772146
7098199,4,1,1.107772146
7133566,1,1.325,1.107772146
7077167,1,1.325,1.107772146
7003826,1,1,1.107772146
7014740,1,1.325,1.107772146
7017320,5,1.75,1.107772146
6830199,3,1.75,1.107772146
7122656,1,1,1.107772146
7034476,1,1,1.107772146
6888525,1,1,1.107772146
7225641,4,1,1.107772146
7228360,1,1,1.107772146
7109746,5,1,1.107772146
6891544,1,1,1.107772146
6921041,1,1,1.107772146
7191777,5,1,1.107772146
6992690,1,1,1.107772146
6926253,4,1,1.107772146
7127669,17,1.381365969,1.107772146
7138713,1,1,1.107772146
6935415,2,1,1.107772146
6936331,3,1,1.107772146
6992231,22,1.379084967,1.107772146
7227834,19,1.379084967,1.107772146
7227830,19,1.379084967,1.107772146
7132741,12,1.379084967,1.107772146
6859991,4,1.130177515,1.107772146
6827341,17,1.379084967,1.107772146
6903318,1,1,1.107772146
6982415,2,1.215151515,1.107772146
6902637,6,1.526785714,1.107772146
7228285,1,1,1.107772146
6967827,3,1.071428571,1.107772146
7226279,5,1.333333333,1.107772146
7117202,1,1.2,1.107772146
7114220,11,1.043010753,1.107772146
6981757,1,1,1.107772146
6981530,1,1,1.107772146
7104092,5,1.166666667,1.107772146
7207448,3,1,1.107772146
7004195,1,1,1.107772146
6850187,6,1.052083333,1.107772146
7004161,1,1.2,1.107772146
7202278,1,1,1.107772146
7219545,20,1.379084967,1.107772146
7054091,1,1,1.107772146
7067749,1,1,1.107772146
7067507,1,1,1.107772146
7742631,11,1.043010753,1.107772146
6898006,1,1,1.107772146
6941301,3,1,1.107772146
6928497,1,1,1.107772146
7117115,1,1,1.107772146
7196274,19,1.379084967,1.107772146
6890033,3,1,1.107772146
6899834,3,1,1.107772146
6826823,6,1.052083333,1.107772146
6977294,1,1.45,1.107772146
6884524,12,1.043010753,1.107772146
6946347,3,1,1.107772146
7153841,1,1.45,1.107772146
6903321,1,1,1.107772146
6941286,3,1,1.107772146
6856019,3,1,1.107772146
6915907,3,1,1.107772146
6930941,3,1,1.107772146
6815284,3,1,1.107772146
6966084,1,1,1.107772146
6956962,3,1,1.107772146
6917523,1,1,1.107772146
6928935,1,1,1.107772146
7152627,13,1.034482759,1.107772146
6961461,1,1,1.107772146
6961491,1,1,1.107772146
7138289,1,1,1.107772146
6928971,1,1,1.107772146
7117145,1,1,1.107772146
7045531,1,1,1.107772146
6839297,5,1,1.107772146
6909435,1,1,1.107772146
6897488,1,1,1.107772146
6928890,1,1,1.107772146
7166239,1,1,1.107772146
6850368,6,1.052083333,1.107772146
6903382,1,1,1.107772146
6869569,1,1,1.107772146
6914569,1,1,1.107772146
6869449,1,1,1.107772146
6984390,1,1,1.107772146
6911706,3,1.255555556,1.107772146
6991460,5,1.348837209,1.107772146
6852343,3,1.222222222,1.107772146
7132828,14,2.197183099,1.107772146
7230189,3,1.606060606,1.107772146
7011662,3,1.846153846,1.107772146
7210075,6,1,1.107772146
6960914,19,2.197183099,1.107772146
7198810,3,1,1.107772146
7219530,20,2.197183099,1.107772146
6932875,6,1,1.107772146
7113366,3,1,1.107772146
6968376,4,1,1.107772146
7166564,1,1,1.107772146
7128292,1,1,1.107772146
7028408,2,1,1.107772146
6907417,5,1.142857143,1.107772146
7133757,1,1,1.107772146
6828159,1,1,1.107772146
6913339,5,1.25,1.107772146
6968851,4,1.130177515,1.107772146
7144413,1,1,1.107772146
7211940,9,1,1.107772146
7106353,1,1,1.107772146
7095177,1,1,1.107772146
6944409,1,1,1.107772146
7081796,2,1,1.107772146
7166433,1,1,1.107772146
6921007,1,1,1.107772146
7100776,1,1,1.107772146
7051033,1,1,1.107772146
7003979,1,1,1.107772146
7127257,6,1.571428571,1.107772146
6841537,1,1,1.107772146
6909563,1,1,1.107772146
6980155,4,1.381365969,1.107772146
7016681,3,1.75,1.107772146
6880047,12,2,1.107772146
7004039,1,1,1.107772146
6903386,1,1,1.107772146
6934633,1,1.381365969,1.107772146
6946239,3,1.347826087,1.107772146
7014974,1,1,1.107772146
6888330,1,1.526315789,1.107772146
7127930,1,1.375,1.107772146
7003835,1,1,1.107772146
7034161,1,1,1.107772146
6874729,1,1,1.107772146
7220355,1,1.043478261,1.107772146
7111596,1,1.043478261,1.107772146
7014219,6,1.882352941,1.107772146
6961675,1,1.043478261,1.107772146
7004048,1,1.043478261,1.107772146
7106288,1,1.043478261,1.107772146
6903354,1,1.043478261,1.107772146
6874920,1,1,1.107772146
6874855,1,1,1.107772146
7008948,1,1.043478261,1.107772146
6841106,1,1.043478261,1.107772146
7045455,1,1.043478261,1.107772146
6934753,1,1.043478261,1.107772146
7001859,5,1.735294118,1.107772146
7053395,5,1.735294118,1.107772146
6903566,1,1,1.107772146
7212006,10,1.043478261,1.107772146
7144350,1,1.2,1.107772146
6907973,6,1.735294118,1.107772146
6885120,1,1,1.107772146
7228219,1,1.043478261,1.107772146
7087880,1,1,1.107772146
6909159,1,1,1.107772146
6891583,1,1,1.107772146
7186585,1,1,1.107772146
7146454,4,1.735294118,1.107772146
6959477,6,1.735294118,1.107772146
6839639,5,1.735294118,1.107772146
6992796,1,1,1.107772146
7142920,5,1.735294118,1.107772146
6900920,5,1.735294118,1.107772146
7179391,1,1,1.107772146
7179093,1,1,1.107772146
7040142,1,1,1.107772146
6978696,3,1.013888889,1.107772146
7174515,1,1,1.107772146
6914024,1,1,1.107772146
6947089,4,1.2,1.107772146
6893720,3,1.013888889,1.107772146
7123210,2,1.013888889,1.107772146
6928350,1,1,1.107772146
7202565,1,1.041666667,1.107772146
6849712,5,1.166666667,1.107772146
7128066,1,1,1.107772146
6903751,1,1,1.107772146
7027071,1,1,1.107772146
6846315,1,1,1.107772146
6927002,5,1.52173913,1.107772146
7087755,1,1.333333333,1.107772146
7172165,7,1.52173913,1.107772146
7114742,1,1,1.107772146
6838558,3,1,1.107772146
7194943,7,1.52173913,1.107772146
6928638,1,1,1.107772146
7185238,18,1.52173913,1.107772146
7121145,6,1.52173913,1.107772146
7068024,1,1,1.107772146
6814725,3,1.166666667,1.107772146
6882376,3,1.52173913,1.107772146
6821480,3,1.166666667,1.107772146
6908431,6,1.166666667,1.107772146
6907654,6,1.166666667,1.107772146
7014076,5,1.52173913,1.107772146
6827691,1,1,1.107772146
7222713,1,1,1.107772146
7228373,1,1,1.107772146
6989633,3,2,1.107772146
6929076,1,1,1.107772146
6846302,1,1,1.107772146
7003941,1,1,1.107772146
6998318,1,1,1.107772146
7179304,1,1,1.107772146
6863361,1,1,1.107772146
7094793,1,1,1.107772146
6986039,3,1,1.107772146
6899646,3,1,1.107772146
7198560,3,1,1.107772146
6915888,3,1.381365969,1.107772146
6812154,1,1,1.107772146
6998098,1,1,1.107772146
7153554,1,1,1.107772146
7051280,1,1.381365969,1.107772146
6928815,1,1,1.107772146
6874862,1,1,1.107772146
6997470,11,2.333333333,1.107772146
6997553,13,2.333333333,1.107772146
6840873,15,2.333333333,1.107772146
7122504,1,1,1.107772146
6913704,12,1.777777778,1.107772146
6996096,5,1,1.107772146
7005241,2,1,1.107772146
6961392,1,1,1.107772146
7143078,5,1,1.107772146
6852746,4,1.576923077,1.107772146
6830106,3,1,1.107772146
7109232,4,1,1.107772146
6988035,2,1,1.107772146
7058529,2,1,1.107772146
7107829,2,1,1.107772146
7204541,3,1,1.107772146
7071294,4,1,1.107772146
6845480,10,1.777777778,1.107772146
7051012,1,1,1.107772146
7081008,1,1.325,1.107772146
7009715,1,1,1.107772146
7054063,1,1.325,1.107772146
6888407,1,1.526315789,1.107772146
7179515,1,1,1.107772146
7160936,1,1,1.107772146
6827964,1,1.325,1.107772146
6914101,1,1,1.107772146
6953517,3,1.166666667,1.107772146
7009177,1,1,1.107772146
7227902,1,1,1.107772146
6843003,3,1.166666667,1.107772146
7212775,1,1,1.107772146
7114580,1,1,1.107772146
7014619,1,1,1.107772146
7082282,3,1.166666667,1.107772146
6987509,1,1,1.107772146
7073073,1,1,1.107772146
6827874,1,1,1.107772146
6854144,1,1,1.107772146
6853469,5,1.381365969,1.107772146
7020555,1,1,1.107772146
6914481,1,1,1.107772146
7031725,6,1,1.107772146
6953155,2,1,1.107772146
6973923,3,1,1.107772146
6909465,1,1,1.107772146
6909175,1,1,1.107772146
6917169,1,1,1.107772146
7202361,1,1,1.107772146
6981584,1,1,1.107772146
7198572,3,1,1.107772146
7108683,3,1,1.107772146
6846312,1,1.043478261,1.107772146
7108510,3,1,1.107772146
7189795,3,1,1.107772146
6888194,13,1.379084967,1.107772146
7162904,3,1,1.107772146
6890466,3,1,1.107772146
7037274,3,1,1.107772146
6821630,3,1,1.107772146
7228345,1,1,1.107772146
6898222,1,1,1.107772146
6824473,3,1,1.107772146
7084071,3,1,1.107772146
7089660,3,1,1.107772146
6818949,3,1,1.107772146
6897880,1,1,1.107772146
7048499,3,1,1.107772146
7133237,1,1,1.107772146
7079248,3,1,1.107772146
6822605,1,1,1.107772146
7083975,3,1,1.107772146
6981386,1,1,1.107772146
6897777,1,1,1.107772146
7112115,1,1,1.107772146
7051344,1,1,1.107772146
6822633,1,1,1.107772146
7095191,1,1,1.107772146
7004080,1,1,1.107772146
7068552,1,1,1.107772146
7220427,1,1,1.107772146
7095213,1,1,1.107772146
6820196,2,1.52173913,1.107772146
6922824,3,1,1.107772146
7022436,3,1,1.107772146
6917152,1,1,1.107772146
7218704,3,1,1.107772146
6874804,1,1,1.107772146
6821278,3,1.166666667,1.107772146
7055526,3,1,1.107772146
6821476,3,1,1.107772146
7155147,3,1,1.107772146
7084023,3,1,1.107772146
6836698,1,1,1.107772146
6985934,3,1,1.107772146
7218588,3,1,1.107772146
7083995,3,1,1.107772146
6939266,1,1.45,1.107772146
6989426,3,1,1.107772146
7116250,3,1,1.107772146
7093820,6,1.555555556,1.107772146
7221725,3,1,1.107772146
6866879,5,1.529411765,1.107772146
6851174,1,1,1.107772146
6878653,5,1.529411765,1.107772146
6973894,3,1.381365969,1.107772146
6992197,21,1.379084967,1.107772146
7034252,1,1,1.107772146
7122481,1,1,1.107772146
7228407,1,1.25,1.107772146
6862971,1,1.25,1.107772146
6856983,1,1,1.107772146
7068476,1,1,1.107772146
7020652,1,1,1.107772146
7094930,1,1,1.107772146
7217389,1,1,1.107772146
7126676,6,1,1.107772146
6961681,1,1,1.107772146
6911534,3,1,1.107772146
7126113,5,1,1.107772146
7126528,5,1,1.107772146
6836654,1,1.230769231,1.107772146
7068391,1,1,1.107772146
6923758,1,1,1.107772146
7133707,1,1,1.107772146
7196763,1,1,1.107772146
6992324,1,1,1.107772146
6869429,1,1,1.107772146
6998514,1,1,1.107772146
7073008,1,1,1.107772146
7227963,1,1,1.107772146
7219534,20,1.379084967,1.107772146
7173006,8,1.375,1.107772146
7034569,1,1.381365969,1.107772146
6913432,6,1.25,1.107772146
6956495,3,1.25,1.107772146
7153888,1,1,1.107772146
7095209,1,1,1.107772146
6930857,3,1,1.107772146
6858810,3,1.538461538,1.107772146
7032057,6,1.136363636,1.107772146
7002738,6,1.136363636,1.107772146
7160071,15,1.136363636,1.107772146
7032293,7,1.136363636,1.107772146
7025081,14,1.136363636,1.107772146
7169353,4,1,1.107772146
7024903,14,1.136363636,1.107772146
7024531,14,1.136363636,1.107772146
7024144,14,1.136363636,1.107772146
6832823,6,2.5,1.107772146
6884172,5,1,1.107772146
7228325,1,1.4,1.107772146
7030322,5,1,1.107772146
7024156,14,1.136363636,1.107772146
7125928,5,1,1.107772146
7043367,4,1,1.107772146
6828220,1,1.4,1.107772146
7024164,14,1.136363636,1.107772146
6942072,4,1,1.107772146
7023946,13,1.136363636,1.107772146
6928808,1,2.125,1.107772146
6812201,1,1.25,1.107772146
7077321,1,1.25,1.107772146
6868479,7,1.931623932,1.107772146
6972122,1,2.125,1.107772146
7077547,1,1.25,1.107772146
7161281,1,1.25,1.107772146
7026856,1,1,1.107772146
6903302,1,1,1.107772146
7106508,1,1,1.107772146
6856732,16,1.25,1.107772146
6849886,5,1.341463415,1.107772146
7153443,21,1.379084967,1.107772146
7053177,5,2.5,1.107772146
6895879,5,2.5,1.107772146
7045584,1,1,1.107772146
7179360,1,1.194444444,1.107772146
6849290,4,1,1.107772146
7212817,1,1,1.107772146
7128788,1,1.194444444,1.107772146
7117194,1,1.194444444,1.107772146
7161482,1,1.194444444,1.107772146
6873562,6,1.052083333,1.107772146
6939507,1,1.194444444,1.107772146
7160877,22,1.379084967,1.107772146
7094810,1,1.194444444,1.107772146
7079306,3,1,1.107772146
6972404,1,1,1.107772146
7196917,1,1.194444444,1.107772146
6833267,7,1.341463415,1.107772146
7186932,1,1.194444444,1.107772146
7153591,1,1.194444444,1.107772146
7222785,1,1.194444444,1.107772146
7081020,1,1.194444444,1.107772146
6947511,5,1.052083333,1.107772146
7187191,1,1.194444444,1.107772146
6907772,6,1.341463415,1.107772146
6903601,1,1.194444444,1.107772146
7186552,1,1.041666667,1.107772146
6921088,1,1.194444444,1.107772146
7080923,1,1.194444444,1.107772146
6838564,3,1,1.107772146
6841503,1,1,1.107772146
7179106,1,1,1.107772146
7101041,1,1.194444444,1.107772146
6981677,1,1,1.107772146
7213451,1,1.041666667,1.107772146
7037232,3,1,1.107772146
7202586,1,1.041666667,1.107772146
6995730,5,1,1.107772146
7055298,3,1.957446809,1.107772146
6880674,1,1,1.107772146
7005765,3,1.381365969,1.107772146
7051227,1,1,1.107772146
7181122,18,1.766666667,1.107772146
6941324,3,1,1.107772146
7163969,5,1,1.107772146
6928354,1,1,1.107772146
6863555,1,1,1.107772146
7174491,1,1,1.107772146
7161265,1,1,1.107772146
7156295,1,1,1.107772146
7032642,7,1.327102804,1.107772146
7039463,6,1.327102804,1.107772146
7165923,1,1,1.107772146
7095030,1,1,1.107772146
7130611,3,1.606060606,1.107772146
7035037,1,1,1.107772146
7080806,1,1,1.107772146
7040751,1,1,1.107772146
7202661,1,1,1.107772146
7174655,1,1,1.107772146
7027149,1,1,1.107772146
7110126,5,1,1.107772146
7213179,1,1,1.107772146
7212828,1,1,1.107772146
7049720,5,1,1.107772146
6939391,1,1,1.107772146
6965885,1,1,1.107772146
6939693,1,1,1.107772146
7111642,1,1,1.107772146
7161188,1,1,1.107772146
7202748,1,1,1.107772146
6896612,6,1.327102804,1.107772146
7161083,1,1,1.107772146
7061154,5,1.327102804,1.107772146
7111848,1,1,1.107772146
6939441,1,1,1.107772146
6835626,1,1,1.107772146
7032650,7,1.327102804,1.107772146
7045534,1,1,1.107772146
7144737,1,1,1.107772146
6885108,1,1,1.107772146
7179084,1,1,1.107772146
6812054,1,1,1.107772146
7018018,1,1,1.107772146
6812002,1,1,1.107772146
7095057,1,1,1.107772146
7128773,1,1,1.107772146
6846412,1,1,1.107772146
6914553,1,1.381365969,1.107772146
6934410,1,1.381365969,1.107772146
7014900,1,1,1.107772146
6958391,5,1.181818182,1.107772146
7127034,6,1.571428571,1.107772146
6903786,1,1,1.107772146
7221605,3,1.571428571,1.107772146
6834056,7,1.571428571,1.107772146
7003869,1,1,1.107772146
6885089,1,1,1.107772146
7025069,14,1.37037037,1.107772146
7043786,5,1.37037037,1.107772146
7217460,1,1,1.107772146
7213183,1,1,1.107772146
7061087,5,1.327102804,1.107772146
6909329,1,1,1.107772146
7211922,8,1,1.107772146
7051461,1,1,1.107772146
7222732,1,1,1.107772146
7039338,6,1.327102804,1.107772146
7034121,1,1,1.107772146
6944385,1,1,1.107772146
6939520,1,1,1.107772146
6984472,1,1,1.107772146
7179119,1,1,1.107772146
6896662,6,1.327102804,1.107772146
6953622,3,1.24025974,1.107772146
7228002,1,1,1.107772146
7198710,3,1.381365969,1.107772146
7211944,9,1,1.107772146
7072919,1,1,1.107772146
7155130,3,1.294117647,1.107772146
7228146,1,1,1.107772146
7229263,2,1.386363636,1.107772146
7202065,16,1.381365969,1.107772146
7034472,1,1,1.107772146
6822800,1,1,1.107772146
7080952,1,1,1.107772146
6863239,1,1,1.107772146
7112108,1,1,1.107772146
7153703,1,1,1.107772146
7073046,1,1,1.107772146
7138801,1,1,1.107772146
7213162,1,1,1.107772146
7039345,6,1.327102804,1.107772146
6939606,1,1,1.107772146
6944269,1,1,1.107772146
6914360,1,1,1.107772146
7207716,3,1,1.107772146
6998165,1,1,1.107772146
7015002,1,1,1.107772146
7161132,1,1,1.107772146
7111870,1,1,1.107772146
7212532,15,1,1.107772146
6903550,1,1,1.107772146
6836030,1,1,1.107772146
7144697,1,1,1.107772146
