listing_id,numPh,numFeat,distance_city,bedrooms,bathrooms,price,created_month,weekend,interest_level,interest_level_num
6812815,5,10,0.045358338,2,1,3199,4,TRUE,low,1
6812820,5,10,0.045358338,2,1,3199,4,TRUE,low,1
6812824,5,12,0.044727014,1,1,3100,4,TRUE,medium,2
6812829,3,10,0.045766616,0,1,2150,4,TRUE,medium,2
6812831,5,9,0.039992819,2,1,2999,4,TRUE,high,3
6812836,5,10,0.045358338,2,1,3199,4,TRUE,medium,2
6812847,5,9,0.045443133,0,1,2200,4,TRUE,high,3
6812849,5,9,0.039992819,2,1,2999,4,TRUE,low,1
6812855,5,9,0.045443133,0,1,2200,4,TRUE,high,3
6812859,5,9,0.045443133,0,1,2200,4,TRUE,high,3
6812870,2,10,0.046400549,0,1,2150,4,TRUE,low,1
6812909,10,4,0.069984933,2,1,1895,4,TRUE,high,3
6812933,2,3,0.086472316,1,1,2965,4,TRUE,low,1
6812934,30,4,0.019348594,1,1,2295,4,TRUE,low,1
6812960,1,5,0.02604349,0,1,2875,4,TRUE,low,1
6812976,19,1,0.074602686,3,1,2850,4,TRUE,low,1
6812989,10,4,0.055449833,2,2,5058,4,TRUE,low,1
6812993,1,2,0.09586102,1,1,1750,4,TRUE,medium,2
6813007,10,4,0.057793223,2,2,3000,4,TRUE,medium,2
6813012,4,9,0.007858165,0,1,2900,4,TRUE,low,1
6813014,1,4,0.090807646,0,1,2600,4,TRUE,low,1
6813021,4,5,0.046203601,2,2,5500,4,TRUE,low,1
6813023,8,6,0.028302128,2,2,4975,4,TRUE,low,1
6813034,12,5,0.058298342,2,2,6500,4,TRUE,low,1
6813042,4,3,0.064220999,3,1,3400,4,TRUE,low,1
6813043,4,6,0.092537823,2,2,5200,4,TRUE,low,1
6813072,2,4,0.055777066,1,1,2695,4,TRUE,low,1
6813074,9,1,0.056330178,1,1,1799,4,TRUE,high,3
6813079,5,3,0.06004224,1,1,2958,4,TRUE,low,1
6813097,3,5,0.023429403,0,1,4295,4,TRUE,low,1
6813102,4,3,0.084264118,0,1,1825,4,TRUE,low,1
6813115,5,1,0.020452134,0,1,1950,4,TRUE,medium,2
6813116,8,2,0.078862869,1,1,3250,4,TRUE,low,1
6813123,6,12,0.075856456,3,3,7000,4,TRUE,medium,2
6813124,6,4,0.031473827,2,1,3000,4,TRUE,low,1
6813125,4,6,0.016801819,0,1,3100,4,TRUE,low,1
6813137,8,10,0.044307818,4,2,6000,4,TRUE,medium,2
6813143,3,3,0.026352921,2,2,14500,4,TRUE,low,1
6813159,8,4,0.019734721,1,2,8400,4,TRUE,low,1
6813160,11,7,0.031620709,0,1,3595,4,TRUE,low,1
6813164,6,3,0.060542665,1,1,3000,4,TRUE,low,1
6813169,10,10,0.07703538,1,1,3000,4,TRUE,medium,2
6813174,5,5,0.056021803,1,1,3095,4,TRUE,low,1
6813180,4,3,0.059511106,0,1,2150,4,TRUE,low,1
6813199,5,5,0.068029512,0,1,2280,4,TRUE,medium,2
6813200,1,5,0.065837027,2,2,7100,4,TRUE,low,1
6813205,5,4,0.027279848,2,1,3300,4,TRUE,low,1
6813207,7,3,0.151770775,3,2,1700,4,TRUE,high,3
6813240,6,2,0.089198045,0,1.5,1995,4,TRUE,low,1
6813253,4,10,0.05175983,0,1,2300,4,TRUE,medium,2
6813255,5,1,0.100871865,3,1,1800,4,TRUE,high,3
6813268,5,7,0.117345955,2,1,2395,4,TRUE,medium,2
6813275,1,4,0.026963283,1,1,4400,4,TRUE,low,1
6813286,4,1,0.065888229,2,2,2895,4,TRUE,low,1
6813298,1,4,0.050885858,0,1,2100,4,TRUE,medium,2
6813319,13,10,0.003903344,4,5,85000,4,TRUE,low,1
6813323,6,8,0.011661211,1,1,3425,4,TRUE,low,1
6813344,3,5,0.086268714,3,2,5995,4,TRUE,low,1
6813364,3,5,0.031139512,1,1,4554,4,TRUE,low,1
6813365,6,3,0.036901797,1,1,2650,4,TRUE,medium,2
6813367,5,7,0.059608576,1,1,3700,4,TRUE,medium,2
6813376,0,4,0.011478908,1,1,9095,4,TRUE,low,1
6813384,3,12,0.0808118,1,1,3800,4,TRUE,low,1
6813385,7,10,0.068601414,2,2,7500,4,TRUE,low,1
6813388,4,1,0.123902016,1,1,1745,4,TRUE,medium,2
6813392,6,0,0.026343846,2,1,3600,4,TRUE,high,3
6813399,11,10,0.053418844,1,1,3830,4,TRUE,low,1
6813402,6,1,0.042767134,3,1,4600,4,TRUE,low,1
6813407,6,5,0.023739919,1,1,4150,4,TRUE,low,1
6813410,6,3,0.026343846,2,1,3600,4,TRUE,high,3
6813420,4,1,0.071173076,1,1,2695,4,TRUE,low,1
6813427,8,10,0.054270794,4,2,7695,4,TRUE,low,1
6813437,3,7,0.015607984,1,1,3795,4,TRUE,low,1
6813451,4,8,0.064220999,3,1,3400,4,TRUE,medium,2
6813471,6,9,0.019425697,0,1,4800,4,TRUE,low,1
6813474,7,10,0.05323867,1,1,3382,4,TRUE,low,1
6813483,3,4,0.027991349,1,1,2700,4,TRUE,low,1
6813484,3,4,0.026916544,1,1,4500,4,TRUE,low,1
6813489,5,4,0.037187477,2,1,2960,4,TRUE,low,1
6813491,7,4,0.074437579,1,1,2900,4,TRUE,high,3
6813497,5,1,0.065888229,1,1,2350,4,TRUE,low,1
6813511,8,7,0.004086144,0,1,2488,4,TRUE,low,1
6813513,8,11,0.034508948,1,1,4425,4,TRUE,low,1
6813514,7,4,0.045083518,2,1,3202,4,TRUE,medium,2
6813541,6,5,0.082686948,1,1,2379,4,TRUE,medium,2
6813542,3,4,0.027991349,1,1,2650,4,TRUE,low,1
6813543,4,10,0.089331388,1,1,2750,4,TRUE,medium,2
6813560,6,10,0.077445751,2,1,3450,4,TRUE,low,1
6813566,3,1,0.08130547,0,1,1750,4,TRUE,low,1
6813568,7,8,0.055159806,1,1,3508,4,TRUE,low,1
6813601,10,3,0.026420491,1,1,2800,4,TRUE,medium,2
6813602,3,2,0.086764591,2,1,2700,4,TRUE,medium,2
6813607,7,7,0.033423886,4,1,6000,4,TRUE,low,1
6813608,7,11,0.091855722,3,2,3750,4,TRUE,low,1
6813610,7,2,0.088947287,1,1,2850,4,TRUE,low,1
6813630,4,2,0.0770093,0,1,1925,4,TRUE,low,1
6813635,6,3,0.027279848,2,1,3300,4,TRUE,low,1
6813637,4,0,0.082267675,1,1,1900,4,TRUE,high,3
6813638,5,7,0.074603495,0,1,1895,4,TRUE,high,3
6813644,4,2,0.136387235,2,1,2100,4,TRUE,low,1
6813645,4,5,0.065429855,1,1,2495,4,TRUE,medium,2
6813653,4,11,0.076380814,0,1,2050,4,TRUE,medium,2
6813664,6,6,0.060474755,2,1,3700,4,TRUE,low,1
6813666,4,5,0.074175863,0,1,2260,4,TRUE,medium,2
6813673,7,3,0.017318984,1,1,2900,4,TRUE,low,1
6813678,7,5,0.073615901,2,1,2450,4,TRUE,high,3
6813682,5,11,0.031620709,2,1,4000,4,TRUE,high,3
6813689,4,9,0.089064374,0,1,2495,4,TRUE,low,1
6813690,7,6,0.13026007,2,1,2200,4,TRUE,low,1
6813717,6,3,0.07678706,1,1,2800,4,TRUE,low,1
6813721,7,8,0.131299219,3,2,3495,4,TRUE,low,1
6813728,5,7,0.021798768,0,1,3195,4,TRUE,low,1
6813731,4,4,0.032042215,1,1,3500,4,TRUE,low,1
6813748,7,2,0.026343846,2,1,3600,4,TRUE,low,1
6813757,8,6,0.035161665,1,1,4095,4,TRUE,low,1
6813762,8,2,0.025321054,3,1,4600,4,TRUE,low,1
6813767,7,1,0.056830469,1,1,2500,4,TRUE,low,1
6813772,10,1,0.037894184,0,1,45,4,TRUE,low,1
6813776,8,9,0.076380814,1,1,2000,4,TRUE,low,1
6813780,7,13,0.047094337,4,2,7000,4,TRUE,medium,2
6813785,7,12,0.008810043,1,0,2954,4,TRUE,low,1
6813789,4,9,0.044307818,2,1,3200,4,TRUE,low,1
6813799,7,4,0.021798768,0,1,3125,4,TRUE,low,1
6813808,3,6,0.117345955,0,1,1650,4,TRUE,high,3
6813812,10,10,0.062510465,1,1,2995,4,TRUE,medium,2
6813813,4,4,0.066492856,1,1,2850,4,TRUE,low,1
6813816,3,0,0.081307969,0,1,2500,4,TRUE,low,1
6813824,3,4,0.094594159,1,1,2395,4,TRUE,medium,2
6813827,5,5,0.053190196,1,1,3100,4,TRUE,low,1
6813834,5,17,0.072920582,1,0,2995,4,TRUE,low,1
6813835,4,7,0.090807646,1,1,2963,4,TRUE,medium,2
6813836,6,4,0.021798768,0,1,3195,4,TRUE,low,1
6813847,4,6,0.017815444,1,1,2600,4,TRUE,medium,2
6813849,6,11,0.003983914,1,1,2695,4,TRUE,high,3
6813860,7,12,0.048003622,2,1,2995,4,TRUE,low,1
6813868,7,6,0.025899937,1,1,3095,4,TRUE,low,1
6813870,5,1,0.081063832,1,1,2295,4,TRUE,low,1
6813872,4,2,0.072826157,0,1,2075,4,TRUE,low,1
6813880,4,6,0.022122765,2,1,3895,4,TRUE,high,3
6813884,5,5,0.025645487,2,1,3300,4,TRUE,low,1
6813901,4,3,0.136387235,2,1,2100,4,TRUE,low,1
6813903,8,9,0.086346283,2,1,4108,4,TRUE,medium,2
6813905,7,4,0.021798768,0,1,3195,4,TRUE,medium,2
6813933,3,1,0.075606869,1,1,2250,4,TRUE,low,1
6813936,5,5,0.037618234,2,1,2890,4,TRUE,low,1
6813943,12,2,0.027287442,1,1,3795,4,TRUE,low,1
6813946,3,8,0.04955194,0,1,1995,4,TRUE,low,1
6813951,2,10,0.090125694,2,1,3000,4,TRUE,low,1
6813959,4,10,0.008030215,2,2,6295,4,TRUE,low,1
6813960,10,12,0.059590517,1,1,3100,4,TRUE,low,1
6813977,3,3,0.081079424,0,1,1750,4,TRUE,medium,2
6813996,3,6,0.081959895,0,1,2100,4,TRUE,medium,2
6814011,15,4,0.051647879,2,2,4777,4,TRUE,low,1
6814014,3,5,0.085941133,1,1,2599,4,TRUE,low,1
6814016,5,1,0.021950487,0,1,2495,4,TRUE,low,1
6814042,4,2,0.025504231,1,1,2300,4,TRUE,medium,2
6814043,15,4,0.051647879,1,1,3399,4,TRUE,low,1
6814059,7,8,0.05615111,1,1,3600,4,TRUE,low,1
6814061,5,4,0.075856456,1,1,3895,4,TRUE,low,1
6814074,9,9,0.005645357,2,2,5675,4,TRUE,low,1
6814088,8,3,0.021798768,1,1,4150,4,TRUE,low,1
6814096,2,6,0.091434079,1,1,2995,4,TRUE,medium,2
6814110,10,14,0.036245354,0,1,2500,4,TRUE,medium,2
6814136,8,6,0.021798768,1,1,4150,4,TRUE,low,1
6814154,4,1,0.031190315,2,1,3000,4,TRUE,medium,2
6814162,9,5,0.038661804,2,1,3199,4,TRUE,low,1
6814185,5,4,0.007472667,3,2,4300,4,TRUE,medium,2
6814194,8,8,0.078376479,1,1,2500,4,TRUE,high,3
6814198,4,12,0.045083518,2,1,3295,4,TRUE,low,1
6814200,3,2,0.085877704,1,1,2500,4,TRUE,low,1
6814205,8,6,0.091434079,1,1,3190,4,TRUE,medium,2
6814219,4,2,0.053421957,2,1,3495,4,TRUE,low,1
6814221,0,1,0.05392388,1,1,2600,4,TRUE,low,1
6814223,10,13,0.008196546,3,1,3996,4,TRUE,high,3
6814227,6,0,0.104236898,2,1,3000,4,TRUE,low,1
6814229,12,3,0.035276982,1,1,2695,4,TRUE,low,1
6814234,13,1,0.060412853,2,1,2950,4,TRUE,low,1
6814237,5,7,0.11626878,1,1,2050,4,TRUE,medium,2
6814245,7,2,0.058285136,2,1,2399,4,TRUE,low,1
6814249,8,1,0.075875798,1,0,2150,4,TRUE,low,1
6814265,4,2,0.054223319,1,1,2695,4,TRUE,low,1
6814268,3,0,0.052807469,1,1,2125,4,TRUE,low,1
6814279,9,2,0.02834304,2,1,4250,4,TRUE,low,1
6814285,5,12,0.026984492,2,2,3629,4,TRUE,low,1
6814306,4,4,0.045083518,0,1,2295,4,TRUE,low,1
6814330,9,7,0.026859314,0,1,3625,4,TRUE,low,1
6814331,4,0,0.015466663,1,1,3495,4,TRUE,low,1
6814332,9,2,0.029284368,4,2,5800,4,TRUE,low,1
6814337,5,3,0.090651293,1,1,2400,4,TRUE,low,1
6814362,10,4,0.021798768,0,1,3095,4,TRUE,low,1
6814363,6,1,0.030548221,1,1,2895,4,TRUE,low,1
6814395,7,3,0.036223305,1,1,2750,4,TRUE,low,1
6814397,0,0,0.106080868,3,2,3495,4,TRUE,low,1
6814401,6,5,0.090173159,0,1,2100,4,TRUE,medium,2
6814422,6,2,0.078807416,0,1,1800,4,TRUE,low,1
6814424,4,1,0.084808564,0,1,1700,4,TRUE,high,3
6814431,3,1,0.06370248,0,1,2100,4,TRUE,low,1
6814432,3,1,0.080721429,1,1,2150,4,TRUE,low,1
6814442,5,4,0.04421176,3,2,5400,4,TRUE,medium,2
6814463,5,5,0.017641431,1,1,3592,4,TRUE,low,1
6814470,4,8,0.029047025,3,2,12995,4,TRUE,low,1
6814484,4,1,0.017962698,0,1,2295,4,TRUE,medium,2
6814491,5,3,0.07041205,1,1,3290,4,TRUE,low,1
6814495,6,4,0.021798768,0,1,3195,4,TRUE,low,1
6814518,6,0,0.037452079,2,1,2600,4,TRUE,medium,2
6814522,6,9,0.047537348,0,1,2450,4,TRUE,low,1
6814530,7,5,0.021843356,0,1,2725,4,TRUE,medium,2
6814533,5,9,0.03900124,2,1,3500,4,TRUE,low,1
6814540,9,1,0.080033643,1,1,2325,4,TRUE,low,1
6814546,13,4,0.04892749,2,1,3050,4,TRUE,low,1
6814547,6,8,0.050388887,2,1,3000,4,TRUE,medium,2
6814548,6,13,0.048903445,2,2,4391,4,TRUE,medium,2
6814549,8,13,0.006322328,0,1,3000,4,TRUE,low,1
6814559,11,4,0.032737548,0,1,2400,4,TRUE,low,1
6814564,8,3,0.054238624,4,2,5400,4,TRUE,medium,2
6814566,9,11,0.010155889,2,1,2842,4,TRUE,high,3
6814573,6,8,0.084325737,3,2,4899,4,TRUE,low,1
6814585,6,3,0.029198561,2,1,2890,4,TRUE,medium,2
6814589,6,3,0.026343846,1,1,3450,4,TRUE,low,1
6814590,5,2,0.058563975,0,1,1850,4,TRUE,low,1
6814609,5,4,0.065429855,1,1,2450,4,TRUE,low,1
6814613,9,2,0.037452079,2,1,2600,4,TRUE,medium,2
6814616,7,13,0.048903445,2,2,3992,4,TRUE,high,3
6814617,4,2,0.043521261,0,1,1950,4,TRUE,medium,2
6814619,6,3,0.097315076,2,1,2250,4,TRUE,medium,2
6814620,5,12,0.049897686,1,1,2600,4,TRUE,low,1
6814626,5,6,0.00753165,2,1,2950,4,TRUE,medium,2
6814636,3,11,0.046595893,2,2,3500,4,TRUE,medium,2
6814640,4,2,0.078807416,0,1,1800,4,TRUE,low,1
6814654,5,3,0.062759862,2,1,2975,4,TRUE,low,1
6814675,8,14,0.09196457,1,1,3022,4,TRUE,medium,2
6814678,4,3,0.035292789,1,1,2549,4,TRUE,low,1
6814689,9,7,0.092915806,1,1,3100,4,TRUE,low,1
6814699,6,9,0.080671281,3,3,10250,4,TRUE,low,1
6814719,11,7,0.078940799,2,1,3700,4,TRUE,low,1
6814725,12,7,0.071120685,2,1,3400,4,TRUE,low,1
6814729,5,4,0.024488759,3,1,3703,4,TRUE,medium,2
6814731,7,1,0.077888677,1,1,2000,4,TRUE,medium,2
6814755,5,1,0.065955265,1,1,2250,4,TRUE,low,1
6814763,6,2,0.049051308,2,1,3100,4,TRUE,low,1
6814774,5,15,0.056758021,1,1,3500,4,TRUE,low,1
6814778,11,6,0.069599514,1,1,2650,4,TRUE,low,1
6814785,4,0,0.083680866,1,1,1950,4,TRUE,medium,2
6814814,5,1,0.025177037,2,1,2475,4,TRUE,low,1
6814826,3,10,0.089475773,3,2,5679,4,TRUE,low,1
6814829,6,1,0.069495635,2,1,2750,4,TRUE,low,1
6814840,6,3,0.075948601,2,1,2450,4,TRUE,high,3
6814854,4,0,0.017651513,1,1,2245,4,TRUE,medium,2
6814855,4,5,0.111497994,2,1,2150,4,TRUE,medium,2
6814867,6,1,0.140055665,1,1,2050,4,TRUE,low,1
6814869,4,1,0.056354995,2,1,2600,4,TRUE,low,1
6814878,3,5,0.026919617,4,2,6995,4,TRUE,medium,2
6814881,8,12,0.04469186,3,2,4400,4,TRUE,low,1
6814884,3,2,0.022014984,0,1,2500,4,TRUE,low,1
6814888,3,2,0.045600982,0,1,1875,4,TRUE,low,1
6814892,8,7,0.029231601,3,1,5995,4,TRUE,low,1
6814907,4,6,0.117345955,1,1,1950,4,TRUE,high,3
6814921,4,15,0.010155889,3,1,3649,4,TRUE,medium,2
6814927,5,7,0.159963303,3,1,2795,4,TRUE,low,1
6814928,7,14,0.04469186,3,2,5150,4,TRUE,low,1
6814939,7,6,0.133075154,1,1,1500,4,TRUE,low,1
6814940,10,5,0.102433842,3,1,3850,4,TRUE,low,1
6814943,5,7,0.084545991,1,1,2895,4,TRUE,medium,2
6814947,14,6,0.043209401,0,1,3001,4,TRUE,low,1
6814951,9,2,0.017489072,1,1,2800,4,TRUE,low,1
6814952,13,11,0.10936467,2,1,2300,4,TRUE,low,1
6814955,4,3,0.082495202,0,1,1850,4,TRUE,low,1
6814958,8,9,0.117345955,3,1,3250,4,TRUE,low,1
6814969,7,6,0.113830525,3,2,2950,4,TRUE,medium,2
6814972,5,4,0.037182704,2,1,2825,4,TRUE,medium,2
6814978,6,8,0.090125694,2,1,3600,4,TRUE,medium,2
6814988,4,8,0.077445751,0,1,2277,4,TRUE,low,1
6815008,7,11,0.012523836,1,1,2260,4,TRUE,high,3
6815011,4,9,0.003983914,2,1,2550,4,TRUE,medium,2
6815012,8,7,0.047300472,1,1,2550,4,TRUE,low,1
6815013,8,8,0.119086821,2,1,2400,4,TRUE,low,1
6815016,4,5,0.088045286,1,1,2250,4,TRUE,low,1
6815023,10,13,0.139295376,4,2,3400,4,TRUE,low,1
6815025,4,3,0.045083518,2,1,3295,4,TRUE,low,1
6815036,5,2,0.066641801,1,1,2750,4,TRUE,low,1
6815061,6,13,0.075348852,3,2,4175,4,TRUE,medium,2
6815069,4,2,0.084264118,0,1,1825,4,TRUE,low,1
6815101,9,11,0.026042303,0,1,3675,4,TRUE,low,1
6815103,4,5,0.070642184,1,1,3200,4,TRUE,low,1
6815109,4,5,0.076131883,1,1,2675,4,TRUE,low,1
6815121,6,9,0.090125694,1,1,3200,4,TRUE,medium,2
6815123,4,3,0.043521261,0,1,1950,4,TRUE,low,1
6815134,11,0,0.026343846,2,1,3800,4,TRUE,medium,2
6815137,11,11,0.10936467,2,1,2300,4,TRUE,low,1
6815144,7,4,0.021798768,1,1,4150,4,TRUE,low,1
6815148,12,10,0.138311494,4,2,3700,4,TRUE,low,1
6815151,5,6,0.120221903,1,1,1700,4,TRUE,low,1
6815167,6,1,0.042767134,3,1.5,4750,4,TRUE,low,1
6815173,5,4,0.02721719,0,1,2550,4,TRUE,low,1
6815183,3,1,0.075185089,0,1,2200,4,TRUE,low,1
6815188,2,10,0.044994578,1,1,3500,4,TRUE,low,1
6815190,5,6,0.13358517,1,1,3603,4,TRUE,medium,2
6815198,4,4,0.040424933,1,1,3195,4,TRUE,low,1
6815204,5,2,0.058563975,0,1,1850,4,TRUE,low,1
6815254,4,0,0.064664847,1,1,1550,4,TRUE,low,1
6815278,2,0,0.084182859,3,2,2475,4,TRUE,low,1
6815284,1,0,0.099025126,3,1,2200,4,TRUE,low,1
6815291,1,0,0.072481059,3,1,1800,4,TRUE,high,3
6815305,5,1,0.026783478,1,1,2650,4,TRUE,low,1
6815306,6,5,0.057813538,1,1,3450,4,TRUE,low,1
6815329,8,2,0.102280574,2,1,2000,4,TRUE,high,3
6815333,2,1,0.088429582,2,1,2600,4,TRUE,low,1
6815341,1,6,0.059919404,3,3,13000,4,TRUE,low,1
6815342,0,6,0.044967309,0,1,3095,4,TRUE,low,1
6815346,0,1,0.147241841,1,1,1650,4,TRUE,low,1
6815350,0,1,0.055396594,1,1,2200,4,TRUE,low,1
6815367,5,4,0.072343371,0,1,2500,4,TRUE,low,1
6815368,0,4,0.145493171,1,1,1750,4,TRUE,low,1
6815397,0,2,0.051265683,3,2,4695,4,TRUE,low,1
6815409,6,3,0.09528099,0,1,1795,4,TRUE,medium,2
6815413,6,5,0.126931673,1,1,2375,4,TRUE,low,1
6815419,1,1,0.171963406,2,1,1475,4,TRUE,low,1
6815423,0,1,0.140508286,4,2,4200,4,TRUE,low,1
6815426,3,6,0.030548221,1,1,2895,4,TRUE,low,1
6815428,7,1,0.044975485,1,1,2450,4,TRUE,medium,2
6815434,0,5,0.05306034,2,2,4845,4,TRUE,low,1
6815441,0,1,0.183072555,1,1,1400,4,TRUE,low,1
6815450,6,6,0.014773965,1,1,2995,4,TRUE,low,1
6815457,9,1,0.088481818,1,1,2295,4,TRUE,low,1
6815458,0,1,0.055646394,1,1,2600,4,TRUE,low,1
6815469,5,13,0.002816603,3,3,11200,4,TRUE,low,1
6815487,6,11,0.039993673,3,2,4400,4,TRUE,medium,2
6815494,5,8,0.010155889,0,1,2977,4,TRUE,medium,2
6815495,5,4,0.050388887,0,1,3250,4,TRUE,low,1
6815499,5,6,0.046203601,1,1,2900,4,TRUE,high,3
6815525,3,5,0.045278091,2,1,3100,4,TRUE,medium,2
6815538,4,13,0.005645357,2,2,4795,4,TRUE,low,1
6815544,4,6,0.046875831,1,1,4000,4,TRUE,low,1
6815545,8,3,0.051669222,2,1,2995,4,TRUE,medium,2
6815546,3,9,0.003888281,0,1,3250,4,TRUE,medium,2
6815554,6,1,0.028357794,3,1,3600,4,TRUE,high,3
6815571,3,11,0.006212546,3,1,4354,4,TRUE,low,1
6815573,8,4,0.171963406,1,1,1295,4,TRUE,high,3
