"listing_id","interest_level","interest_level_num","interest_Nbr","bedrooms","bathrooms","price","numFeat","numPh","distance_city","weekend","created_month","created_hour"
6812258,"low",1,1,1,1,3807,3,4,0.070997526,TRUE,4,1
6812275,"low",1,1,2,1,2050,1,3,0.054798078,TRUE,4,1
6812282,"low",1,1,3,3,13995,3,7,0.029085472,TRUE,4,1
6812286,"low",1,1,2,1,2800,1,5,0.064237461,TRUE,4,1
6812289,"low",1,1,1,1,3500,4,5,0.025357756,TRUE,4,1
6812301,"low",1,1,0,1,1430,1,0,0.135278222,TRUE,4,1
6812319,"low",1,1,1,1,3500,4,11,0.059103787,TRUE,4,1
6812334,"low",1,1,0,1,1605,2,0,0.135278222,TRUE,4,1
6812362,"low",1,1,0,1,2175,4,1,0.053159421,TRUE,4,1
6812371,"low",1,1,1,1,1850,0,4,0.097796668,TRUE,4,1
6812372,"low",1,1,2,2,4300,4,8,0.05595314,TRUE,4,1
6812374,"low",1,1,1,1,3605,4,0,0.073857513,TRUE,4,1
6812395,"low",1,1,1,1,2650,3,0,0.047163949,TRUE,4,1
6812437,"low",1,1,1,1,2595,3,5,0.04948944,TRUE,4,1
6812444,"low",1,1,0,1,2075,2,2,0.070332942,TRUE,4,1
6812452,"low",1,1,1,1,3650,4,2,0.067197374,TRUE,4,1
6812475,"low",1,1,1,1,3346,6,6,0.049096017,TRUE,4,1
6812491,"low",1,1,0,1,1850,1,3,0.088947287,TRUE,4,1
6812493,"low",1,1,4,5,21500,5,14,0.063503577,TRUE,4,1
6812513,"low",1,1,0,1,2175,4,1,0.053159421,TRUE,4,1
6812516,"low",1,1,0,1,2250,2,0,0.017962698,TRUE,4,1
6812518,"low",1,1,2,2,6100,3,8,0.082694103,TRUE,4,1
6812520,"medium",2,2,2,1,2550,3,8,0.022758151,TRUE,4,1
6812524,"low",1,1,0,1,2300,3,4,0.030645244,TRUE,4,1
6812533,"low",1,1,1,1,3650,3,2,0.017227424,TRUE,4,1
6812535,"low",1,1,0,1,2995,3,0,0.030650616,TRUE,4,1
6812539,"low",1,1,1,1,2500,2,14,0.055968673,TRUE,4,1
6812546,"medium",2,2,2,1,4360,4,13,0.089145217,TRUE,4,1
6812548,"low",1,1,1,1,2995,3,8,0.039951165,TRUE,4,1
6812557,"low",1,1,3,2,6995,3,6,0.080044361,TRUE,4,1
6812558,"low",1,1,1,1,1850,1,5,0.177016241,TRUE,4,1
6812585,"low",1,1,2,2,5495,4,4,0.089578625,TRUE,4,1
6812630,"low",1,1,2,1,1950,3,11,0.07860429,TRUE,4,1
6812631,"low",1,1,0,1,2390,1,1,0.083152516,TRUE,4,1
6812635,"low",1,1,1,1,2995,3,4,0.039951165,TRUE,4,1
6812648,"low",1,1,0,1,3195,4,0,0.021798768,TRUE,4,1
6812649,"low",1,1,2,1,4500,2,0,0.029878983,TRUE,4,1
6812659,"low",1,1,1,1,3926,7,0,0.035373495,TRUE,4,1
6812667,"low",1,1,0,1,2620,9,0,0.04432841,TRUE,4,1
6812680,"low",1,1,2,1,4000,1,0,0.019884155,TRUE,4,1
6812685,"low",1,1,0,1,2995,1,0,0.078912865,TRUE,4,1
6812711,"low",1,1,1,1,3595,9,5,0.011577656,TRUE,4,1
6812715,"low",1,1,3,2,9500,11,6,0.082416115,TRUE,4,1
6812729,"low",1,1,1,1,2599,2,0,0.085941133,TRUE,4,1
6812734,"low",1,1,1,1,3495,8,5,0.03900124,TRUE,4,1
6812744,"medium",2,2,2,1,2495,4,5,0.114603638,TRUE,4,1
6812759,"low",1,1,0,1,2725,3,0,0.032826426,TRUE,4,1
6812767,"low",1,1,0,1,3166,8,0,0.004716905,TRUE,4,1
6812781,"low",1,1,2,2,6300,5,0,0.026042303,TRUE,4,1
6812786,"low",1,1,1,1,3800,5,0,0.087963942,TRUE,4,1
6812788,"low",1,1,1,1,4095,8,0,0.040687508,TRUE,4,1
6812792,"low",1,1,0,1,3115,7,0,0.003888281,TRUE,4,1
6812815,"low",1,1,2,1,3199,10,5,0.045358338,TRUE,4,2
6812820,"low",1,1,2,1,3199,10,5,0.045358338,TRUE,4,2
6812824,"medium",2,2,1,1,3100,12,5,0.044727014,TRUE,4,2
6812829,"medium",2,2,0,1,2150,10,3,0.045766616,TRUE,4,2
6812831,"high",3,3,2,1,2999,9,5,0.039992819,TRUE,4,2
6812836,"medium",2,2,2,1,3199,10,5,0.045358338,TRUE,4,2
6812847,"high",3,3,0,1,2200,9,5,0.045443133,TRUE,4,2
6812849,"low",1,1,2,1,2999,9,5,0.039992819,TRUE,4,2
6812855,"high",3,3,0,1,2200,9,5,0.045443133,TRUE,4,2
6812859,"high",3,3,0,1,2200,9,5,0.045443133,TRUE,4,2
6812870,"low",1,1,0,1,2150,10,2,0.046400549,TRUE,4,2
6812909,"high",3,3,2,1,1895,4,10,0.069984933,TRUE,4,2
6812933,"low",1,1,1,1,2965,3,2,0.086472316,TRUE,4,2
6812934,"low",1,1,1,1,2295,4,30,0.019348594,TRUE,4,2
6812960,"low",1,1,0,1,2875,5,1,0.02604349,TRUE,4,2
6812976,"low",1,1,3,1,2850,1,19,0.074602686,TRUE,4,2
6812989,"low",1,1,2,2,5058,4,10,0.055449833,TRUE,4,2
6812993,"medium",2,2,1,1,1750,2,1,0.09586102,TRUE,4,2
6813007,"medium",2,2,2,2,3000,4,10,0.057793223,TRUE,4,2
6813012,"low",1,1,0,1,2900,9,4,0.007858165,TRUE,4,2
6813014,"low",1,1,0,1,2600,4,1,0.090807646,TRUE,4,2
6813021,"low",1,1,2,2,5500,5,4,0.046203601,TRUE,4,2
6813023,"low",1,1,2,2,4975,6,8,0.028302128,TRUE,4,2
6813034,"low",1,1,2,2,6500,5,12,0.058298342,TRUE,4,2
6813042,"low",1,1,3,1,3400,3,4,0.064220999,TRUE,4,2
6813043,"low",1,1,2,2,5200,6,4,0.092537823,TRUE,4,2
6813072,"low",1,1,1,1,2695,4,2,0.055777066,TRUE,4,2
6813074,"high",3,3,1,1,1799,1,9,0.056330178,TRUE,4,2
6813079,"low",1,1,1,1,2958,3,5,0.06004224,TRUE,4,2
6813097,"low",1,1,0,1,4295,5,3,0.023429403,TRUE,4,2
6813102,"low",1,1,0,1,1825,3,4,0.084264118,TRUE,4,2
6813115,"medium",2,2,0,1,1950,1,5,0.020452134,TRUE,4,2
6813116,"low",1,1,1,1,3250,2,8,0.078862869,TRUE,4,2
6813123,"medium",2,2,3,3,7000,12,6,0.075856456,TRUE,4,2
6813124,"low",1,1,2,1,3000,4,6,0.031473827,TRUE,4,2
6813125,"low",1,1,0,1,3100,6,4,0.016801819,TRUE,4,2
6813137,"medium",2,2,4,2,6000,10,8,0.044307818,TRUE,4,2
6813143,"low",1,1,2,2,14500,3,3,0.026352921,TRUE,4,2
6813159,"low",1,1,1,2,8400,4,8,0.019734721,TRUE,4,2
6813160,"low",1,1,0,1,3595,7,11,0.031620709,TRUE,4,2
6813164,"low",1,1,1,1,3000,3,6,0.060542665,TRUE,4,2
6813169,"medium",2,2,1,1,3000,10,10,0.07703538,TRUE,4,2
6813174,"low",1,1,1,1,3095,5,5,0.056021803,TRUE,4,2
6813180,"low",1,1,0,1,2150,3,4,0.059511106,TRUE,4,2
6813199,"medium",2,2,0,1,2280,5,5,0.068029512,TRUE,4,2
6813200,"low",1,1,2,2,7100,5,1,0.065837027,TRUE,4,2
6813205,"low",1,1,2,1,3300,4,5,0.027279848,TRUE,4,2
6813207,"high",3,3,3,2,1700,3,7,0.151770775,TRUE,4,2
6813240,"low",1,1,0,1.5,1995,2,6,0.089198045,TRUE,4,2
6813253,"medium",2,2,0,1,2300,10,4,0.05175983,TRUE,4,2
6813255,"high",3,3,3,1,1800,1,5,0.100871865,TRUE,4,2
6813268,"medium",2,2,2,1,2395,7,5,0.117345955,TRUE,4,2
6813275,"low",1,1,1,1,4400,4,1,0.026963283,TRUE,4,2
6813286,"low",1,1,2,2,2895,1,4,0.065888229,TRUE,4,2
6813298,"medium",2,2,0,1,2100,4,1,0.050885858,TRUE,4,2
6813319,"low",1,1,4,5,85000,10,13,0.003903344,TRUE,4,2
6813323,"low",1,1,1,1,3425,8,6,0.011661211,TRUE,4,2
6813344,"low",1,1,3,2,5995,5,3,0.086268714,TRUE,4,2
6813364,"low",1,1,1,1,4554,5,3,0.031139512,TRUE,4,2
6813365,"medium",2,2,1,1,2650,3,6,0.036901797,TRUE,4,2
6813367,"medium",2,2,1,1,3700,7,5,0.059608576,TRUE,4,2
6813376,"low",1,1,1,1,9095,4,0,0.011478908,TRUE,4,2
6813384,"low",1,1,1,1,3800,12,3,0.0808118,TRUE,4,2
6813385,"low",1,1,2,2,7500,10,7,0.068601414,TRUE,4,2
6813388,"medium",2,2,1,1,1745,1,4,0.123902016,TRUE,4,2
6813392,"high",3,3,2,1,3600,0,6,0.026343846,TRUE,4,2
6813399,"low",1,1,1,1,3830,10,11,0.053418844,TRUE,4,2
6813402,"low",1,1,3,1,4600,1,6,0.042767134,TRUE,4,2
6813407,"low",1,1,1,1,4150,5,6,0.023739919,TRUE,4,2
6813410,"high",3,3,2,1,3600,3,6,0.026343846,TRUE,4,2
6813420,"low",1,1,1,1,2695,1,4,0.071173076,TRUE,4,2
6813427,"low",1,1,4,2,7695,10,8,0.054270794,TRUE,4,2
6813437,"low",1,1,1,1,3795,7,3,0.015607984,TRUE,4,2
6813451,"medium",2,2,3,1,3400,8,4,0.064220999,TRUE,4,2
6813471,"low",1,1,0,1,4800,9,6,0.019425697,TRUE,4,2
6813474,"low",1,1,1,1,3382,10,7,0.05323867,TRUE,4,2
6813483,"low",1,1,1,1,2700,4,3,0.027991349,TRUE,4,2
6813484,"low",1,1,1,1,4500,4,3,0.026916544,TRUE,4,2
6813489,"low",1,1,2,1,2960,4,5,0.037187477,TRUE,4,2
6813491,"high",3,3,1,1,2900,4,7,0.074437579,TRUE,4,2
6813497,"low",1,1,1,1,2350,1,5,0.065888229,TRUE,4,2
6813511,"low",1,1,0,1,2488,7,8,0.004086144,TRUE,4,2
6813513,"low",1,1,1,1,4425,11,8,0.034508948,TRUE,4,2
6813514,"medium",2,2,2,1,3202,4,7,0.045083518,TRUE,4,2
6813541,"medium",2,2,1,1,2379,5,6,0.082686948,TRUE,4,2
6813542,"low",1,1,1,1,2650,4,3,0.027991349,TRUE,4,2
6813543,"medium",2,2,1,1,2750,10,4,0.089331388,TRUE,4,2
6813560,"low",1,1,2,1,3450,10,6,0.077445751,TRUE,4,2
6813566,"low",1,1,0,1,1750,1,3,0.08130547,TRUE,4,2
6813568,"low",1,1,1,1,3508,8,7,0.055159806,TRUE,4,2
6813601,"medium",2,2,1,1,2800,3,10,0.026420491,TRUE,4,2
6813602,"medium",2,2,2,1,2700,2,3,0.086764591,TRUE,4,2
6813607,"low",1,1,4,1,6000,7,7,0.033423886,TRUE,4,2
6813608,"low",1,1,3,2,3750,11,7,0.091855722,TRUE,4,2
6813610,"low",1,1,1,1,2850,2,7,0.088947287,TRUE,4,2
6813630,"low",1,1,0,1,1925,2,4,0.0770093,TRUE,4,2
6813635,"low",1,1,2,1,3300,3,6,0.027279848,TRUE,4,2
6813637,"high",3,3,1,1,1900,0,4,0.082267675,TRUE,4,2
6813638,"high",3,3,0,1,1895,7,5,0.074603495,TRUE,4,2
6813644,"low",1,1,2,1,2100,2,4,0.136387235,TRUE,4,2
6813645,"medium",2,2,1,1,2495,5,4,0.065429855,TRUE,4,2
6813653,"medium",2,2,0,1,2050,11,4,0.076380814,TRUE,4,2
6813664,"low",1,1,2,1,3700,6,6,0.060474755,TRUE,4,2
6813666,"medium",2,2,0,1,2260,5,4,0.074175863,TRUE,4,2
6813673,"low",1,1,1,1,2900,3,7,0.017318984,TRUE,4,2
6813678,"high",3,3,2,1,2450,5,7,0.073615901,TRUE,4,2
6813682,"high",3,3,2,1,4000,11,5,0.031620709,TRUE,4,2
6813689,"low",1,1,0,1,2495,9,4,0.089064374,TRUE,4,2
6813690,"low",1,1,2,1,2200,6,7,0.13026007,TRUE,4,2
6813717,"low",1,1,1,1,2800,3,6,0.07678706,TRUE,4,2
6813721,"low",1,1,3,2,3495,8,7,0.131299219,TRUE,4,2
6813728,"low",1,1,0,1,3195,7,5,0.021798768,TRUE,4,2
6813731,"low",1,1,1,1,3500,4,4,0.032042215,TRUE,4,2
6813748,"low",1,1,2,1,3600,2,7,0.026343846,TRUE,4,2
6813757,"low",1,1,1,1,4095,6,8,0.035161665,TRUE,4,2
6813762,"low",1,1,3,1,4600,2,8,0.025321054,TRUE,4,2
6813767,"low",1,1,1,1,2500,1,7,0.056830469,TRUE,4,2
6813772,"low",1,1,0,1,45,1,10,0.037894184,TRUE,4,2
6813776,"low",1,1,1,1,2000,9,8,0.076380814,TRUE,4,2
6813780,"medium",2,2,4,2,7000,13,7,0.047094337,TRUE,4,2
6813785,"low",1,1,1,0,2954,12,7,0.008810043,TRUE,4,2
6813789,"low",1,1,2,1,3200,9,4,0.044307818,TRUE,4,2
6813799,"low",1,1,0,1,3125,4,7,0.021798768,TRUE,4,2
6813808,"high",3,3,0,1,1650,6,3,0.117345955,TRUE,4,2
6813812,"medium",2,2,1,1,2995,10,10,0.062510465,TRUE,4,2
6813813,"low",1,1,1,1,2850,4,4,0.066492856,TRUE,4,2
6813816,"low",1,1,0,1,2500,0,3,0.081307969,TRUE,4,2
6813824,"medium",2,2,1,1,2395,4,3,0.094594159,TRUE,4,2
6813827,"low",1,1,1,1,3100,5,5,0.053190196,TRUE,4,2
6813834,"low",1,1,1,0,2995,17,5,0.072920582,TRUE,4,2
6813835,"medium",2,2,1,1,2963,7,4,0.090807646,TRUE,4,2
6813836,"low",1,1,0,1,3195,4,6,0.021798768,TRUE,4,2
6813847,"medium",2,2,1,1,2600,6,4,0.017815444,TRUE,4,2
6813849,"high",3,3,1,1,2695,11,6,0.003983914,TRUE,4,2
6813860,"low",1,1,2,1,2995,12,7,0.048003622,TRUE,4,2
6813868,"low",1,1,1,1,3095,6,7,0.025899937,TRUE,4,2
6813870,"low",1,1,1,1,2295,1,5,0.081063832,TRUE,4,2
6813872,"low",1,1,0,1,2075,2,4,0.072826157,TRUE,4,2
6813880,"high",3,3,2,1,3895,6,4,0.022122765,TRUE,4,2
6813884,"low",1,1,2,1,3300,5,5,0.025645487,TRUE,4,2
6813901,"low",1,1,2,1,2100,3,4,0.136387235,TRUE,4,2
6813903,"medium",2,2,2,1,4108,9,8,0.086346283,TRUE,4,2
6813905,"medium",2,2,0,1,3195,4,7,0.021798768,TRUE,4,2
6813933,"low",1,1,1,1,2250,1,3,0.075606869,TRUE,4,2
6813936,"low",1,1,2,1,2890,5,5,0.037618234,TRUE,4,2
6813943,"low",1,1,1,1,3795,2,12,0.027287442,TRUE,4,2
6813946,"low",1,1,0,1,1995,8,3,0.04955194,TRUE,4,2
6813951,"low",1,1,2,1,3000,10,2,0.090125694,TRUE,4,2
6813959,"low",1,1,2,2,6295,10,4,0.008030215,TRUE,4,2
6813960,"low",1,1,1,1,3100,12,10,0.059590517,TRUE,4,2
6813977,"medium",2,2,0,1,1750,3,3,0.081079424,TRUE,4,2
6813996,"medium",2,2,0,1,2100,6,3,0.081959895,TRUE,4,2
6814011,"low",1,1,2,2,4777,4,15,0.051647879,TRUE,4,2
6814014,"low",1,1,1,1,2599,5,3,0.085941133,TRUE,4,2
6814016,"low",1,1,0,1,2495,1,5,0.021950487,TRUE,4,2
6814042,"medium",2,2,1,1,2300,2,4,0.025504231,TRUE,4,2
6814043,"low",1,1,1,1,3399,4,15,0.051647879,TRUE,4,2
6814059,"low",1,1,1,1,3600,8,7,0.05615111,TRUE,4,2
6814061,"low",1,1,1,1,3895,4,5,0.075856456,TRUE,4,2
6814074,"low",1,1,2,2,5675,9,9,0.005645357,TRUE,4,2
6814088,"low",1,1,1,1,4150,3,8,0.021798768,TRUE,4,2
6814096,"medium",2,2,1,1,2995,6,2,0.091434079,TRUE,4,2
6814110,"medium",2,2,0,1,2500,14,10,0.036245354,TRUE,4,2
6814136,"low",1,1,1,1,4150,6,8,0.021798768,TRUE,4,2
6814154,"medium",2,2,2,1,3000,1,4,0.031190315,TRUE,4,2
6814162,"low",1,1,2,1,3199,5,9,0.038661804,TRUE,4,2
6814185,"medium",2,2,3,2,4300,4,5,0.007472667,TRUE,4,2
6814194,"high",3,3,1,1,2500,8,8,0.078376479,TRUE,4,2
6814198,"low",1,1,2,1,3295,12,4,0.045083518,TRUE,4,2
6814200,"low",1,1,1,1,2500,2,3,0.085877704,TRUE,4,2
6814205,"medium",2,2,1,1,3190,6,8,0.091434079,TRUE,4,2
6814219,"low",1,1,2,1,3495,2,4,0.053421957,TRUE,4,2
6814221,"low",1,1,1,1,2600,1,0,0.05392388,TRUE,4,2
6814223,"high",3,3,3,1,3996,13,10,0.008196546,TRUE,4,2
6814227,"low",1,1,2,1,3000,0,6,0.104236898,TRUE,4,2
6814229,"low",1,1,1,1,2695,3,12,0.035276982,TRUE,4,2
6814234,"low",1,1,2,1,2950,1,13,0.060412853,TRUE,4,2
6814237,"medium",2,2,1,1,2050,7,5,0.11626878,TRUE,4,2
6814245,"low",1,1,2,1,2399,2,7,0.058285136,TRUE,4,2
6814249,"low",1,1,1,0,2150,1,8,0.075875798,TRUE,4,2
6814265,"low",1,1,1,1,2695,2,4,0.054223319,TRUE,4,2
6814268,"low",1,1,1,1,2125,0,3,0.052807469,TRUE,4,2
6814279,"low",1,1,2,1,4250,2,9,0.02834304,TRUE,4,2
6814285,"low",1,1,2,2,3629,12,5,0.026984492,TRUE,4,2
6814306,"low",1,1,0,1,2295,4,4,0.045083518,TRUE,4,2
6814330,"low",1,1,0,1,3625,7,9,0.026859314,TRUE,4,2
6814331,"low",1,1,1,1,3495,0,4,0.015466663,TRUE,4,2
6814332,"low",1,1,4,2,5800,2,9,0.029284368,TRUE,4,2
6814337,"low",1,1,1,1,2400,3,5,0.090651293,TRUE,4,2
6814362,"low",1,1,0,1,3095,4,10,0.021798768,TRUE,4,2
6814363,"low",1,1,1,1,2895,1,6,0.030548221,TRUE,4,2
6814395,"low",1,1,1,1,2750,3,7,0.036223305,TRUE,4,2
6814397,"low",1,1,3,2,3495,0,0,0.106080868,TRUE,4,2
6814401,"medium",2,2,0,1,2100,5,6,0.090173159,TRUE,4,2
6814422,"low",1,1,0,1,1800,2,6,0.078807416,TRUE,4,2
6814424,"high",3,3,0,1,1700,1,4,0.084808564,TRUE,4,2
6814431,"low",1,1,0,1,2100,1,3,0.06370248,TRUE,4,2
6814432,"low",1,1,1,1,2150,1,3,0.080721429,TRUE,4,2
6814442,"medium",2,2,3,2,5400,4,5,0.04421176,TRUE,4,2
6814463,"low",1,1,1,1,3592,5,5,0.017641431,TRUE,4,3
6814470,"low",1,1,3,2,12995,8,4,0.029047025,TRUE,4,3
6814484,"medium",2,2,0,1,2295,1,4,0.017962698,TRUE,4,3
6814491,"low",1,1,1,1,3290,3,5,0.07041205,TRUE,4,3
6814495,"low",1,1,0,1,3195,4,6,0.021798768,TRUE,4,3
6814518,"medium",2,2,2,1,2600,0,6,0.037452079,TRUE,4,3
6814522,"low",1,1,0,1,2450,9,6,0.047537348,TRUE,4,3
6814530,"medium",2,2,0,1,2725,5,7,0.021843356,TRUE,4,3
6814533,"low",1,1,2,1,3500,9,5,0.03900124,TRUE,4,3
6814540,"low",1,1,1,1,2325,1,9,0.080033643,TRUE,4,3
6814546,"low",1,1,2,1,3050,4,13,0.04892749,TRUE,4,3
6814547,"medium",2,2,2,1,3000,8,6,0.050388887,TRUE,4,3
6814548,"medium",2,2,2,2,4391,13,6,0.048903445,TRUE,4,3
6814549,"low",1,1,0,1,3000,13,8,0.006322328,TRUE,4,3
6814559,"low",1,1,0,1,2400,4,11,0.032737548,TRUE,4,3
6814564,"medium",2,2,4,2,5400,3,8,0.054238624,TRUE,4,3
6814566,"high",3,3,2,1,2842,11,9,0.010155889,TRUE,4,3
6814573,"low",1,1,3,2,4899,8,6,0.084325737,TRUE,4,3
6814585,"medium",2,2,2,1,2890,3,6,0.029198561,TRUE,4,3
6814589,"low",1,1,1,1,3450,3,6,0.026343846,TRUE,4,3
6814590,"low",1,1,0,1,1850,2,5,0.058563975,TRUE,4,3
6814609,"low",1,1,1,1,2450,4,5,0.065429855,TRUE,4,3
6814613,"medium",2,2,2,1,2600,2,9,0.037452079,TRUE,4,3
6814616,"high",3,3,2,2,3992,13,7,0.048903445,TRUE,4,3
6814617,"medium",2,2,0,1,1950,2,4,0.043521261,TRUE,4,3
6814619,"medium",2,2,2,1,2250,3,6,0.097315076,TRUE,4,3
6814620,"low",1,1,1,1,2600,12,5,0.049897686,TRUE,4,3
6814626,"medium",2,2,2,1,2950,6,5,0.00753165,TRUE,4,3
6814636,"medium",2,2,2,2,3500,11,3,0.046595893,TRUE,4,3
6814640,"low",1,1,0,1,1800,2,4,0.078807416,TRUE,4,3
6814654,"low",1,1,2,1,2975,3,5,0.062759862,TRUE,4,3
6814675,"medium",2,2,1,1,3022,14,8,0.09196457,TRUE,4,3
6814678,"low",1,1,1,1,2549,3,4,0.035292789,TRUE,4,3
6814689,"low",1,1,1,1,3100,7,9,0.092915806,TRUE,4,3
6814699,"low",1,1,3,3,10250,9,6,0.080671281,TRUE,4,3
6814719,"low",1,1,2,1,3700,7,11,0.078940799,TRUE,4,3
6814725,"low",1,1,2,1,3400,7,12,0.071120685,TRUE,4,3
6814729,"medium",2,2,3,1,3703,4,5,0.024488759,TRUE,4,3
6814731,"medium",2,2,1,1,2000,1,7,0.077888677,TRUE,4,3
6814755,"low",1,1,1,1,2250,1,5,0.065955265,TRUE,4,3
6814763,"low",1,1,2,1,3100,2,6,0.049051308,TRUE,4,3
6814774,"low",1,1,1,1,3500,15,5,0.056758021,TRUE,4,3
6814778,"low",1,1,1,1,2650,6,11,0.069599514,TRUE,4,3
6814785,"medium",2,2,1,1,1950,0,4,0.083680866,TRUE,4,3
6814814,"low",1,1,2,1,2475,1,5,0.025177037,TRUE,4,3
6814826,"low",1,1,3,2,5679,10,3,0.089475773,TRUE,4,3
6814829,"low",1,1,2,1,2750,1,6,0.069495635,TRUE,4,3
6814840,"high",3,3,2,1,2450,3,6,0.075948601,TRUE,4,3
6814854,"medium",2,2,1,1,2245,0,4,0.017651513,TRUE,4,3
6814855,"medium",2,2,2,1,2150,5,4,0.111497994,TRUE,4,3
6814867,"low",1,1,1,1,2050,1,6,0.140055665,TRUE,4,3
6814869,"low",1,1,2,1,2600,1,4,0.056354995,TRUE,4,3
6814878,"medium",2,2,4,2,6995,5,3,0.026919617,TRUE,4,3
6814881,"low",1,1,3,2,4400,12,8,0.04469186,TRUE,4,3
6814884,"low",1,1,0,1,2500,2,3,0.022014984,TRUE,4,3
6814888,"low",1,1,0,1,1875,2,3,0.045600982,TRUE,4,3
6814892,"low",1,1,3,1,5995,7,8,0.029231601,TRUE,4,3
6814907,"high",3,3,1,1,1950,6,4,0.117345955,TRUE,4,3
6814921,"medium",2,2,3,1,3649,15,4,0.010155889,TRUE,4,3
6814927,"low",1,1,3,1,2795,7,5,0.159963303,TRUE,4,3
6814928,"low",1,1,3,2,5150,14,7,0.04469186,TRUE,4,3
6814939,"low",1,1,1,1,1500,6,7,0.133075154,TRUE,4,3
6814940,"low",1,1,3,1,3850,5,10,0.102433842,TRUE,4,3
6814943,"medium",2,2,1,1,2895,7,5,0.084545991,TRUE,4,3
6814947,"low",1,1,0,1,3001,6,14,0.043209401,TRUE,4,3
6814951,"low",1,1,1,1,2800,2,9,0.017489072,TRUE,4,3
6814952,"low",1,1,2,1,2300,11,13,0.10936467,TRUE,4,3
6814955,"low",1,1,0,1,1850,3,4,0.082495202,TRUE,4,3
6814958,"low",1,1,3,1,3250,9,8,0.117345955,TRUE,4,3
6814969,"medium",2,2,3,2,2950,6,7,0.113830525,TRUE,4,3
6814972,"medium",2,2,2,1,2825,4,5,0.037182704,TRUE,4,3
6814978,"medium",2,2,2,1,3600,8,6,0.090125694,TRUE,4,3
6814988,"low",1,1,0,1,2277,8,4,0.077445751,TRUE,4,3
6815008,"high",3,3,1,1,2260,11,7,0.012523836,TRUE,4,3
6815011,"medium",2,2,2,1,2550,9,4,0.003983914,TRUE,4,3
6815012,"low",1,1,1,1,2550,7,8,0.047300472,TRUE,4,3
6815013,"low",1,1,2,1,2400,8,8,0.119086821,TRUE,4,3
6815016,"low",1,1,1,1,2250,5,4,0.088045286,TRUE,4,3
6815023,"low",1,1,4,2,3400,13,10,0.139295376,TRUE,4,3
6815025,"low",1,1,2,1,3295,3,4,0.045083518,TRUE,4,3
